Allow controlling number of splits in distinct().,Add a CoalescedRDD for decreasing the number of partitions in a map phase
Add a CoalescedRDD for decreasing the number of partitions in a map phase,Log message which records RDD origin
Log message which records RDD origin,Rename StorageLevels to something easier to remember
Rename StorageLevels to something easier to remember,Added MapPartitionsWithSplitRDD.
Added MapPartitionsWithSplitRDD.,Web UI should display memory in a nicer format
Web UI should display memory in a nicer format,One commit that makes nav dropdowns show on hover
One commit that makes nav dropdowns show on hover,Add spark-shell.cmd
Add spark-shell.cmd,Scripts to start Spark under windows
Scripts to start Spark under windows,Added a method to RDD to expose the ClassManifest.
Added a method to RDD to expose the ClassManifest.,"Logs from ""run"" disappear once you run the tests because test-classes are now on classpath"
"Logs from ""run"" disappear once you run the tests because test-classes are now on classpath",HTTP File server fixes
HTTP File server fixes,The --ebs-vol-size option doesn't work with the current EC2 AMI
The --ebs-vol-size option doesn't work with the current EC2 AMI,Log where in the user's code each RDD got created
Log where in the user's code each RDD got created,run
run,Set a limited number of retry in standalone deploy mode.
Set a limited number of retry in standalone deploy mode.,Separated ShuffledRDD into multiple classes.
Separated ShuffledRDD into multiple classes.,RDD.takeSample() produces samples biased toward earlier splits
RDD.takeSample() produces samples biased toward earlier splits,SampledRDD produces incorrect samples when sampling with replacement
SampledRDD produces incorrect samples when sampling with replacement,When a file is downloaded; make it executable.
When a file is downloaded; make it executable.,Java Programming Guide
Java Programming Guide,Updates to docs (including nav structure)
Updates to docs (including nav structure),Updates to docs
Updates to docs,YARN and standalone documentation
YARN and standalone documentation,Fix links and make things a bit prettier.
Fix links and make things a bit prettier.,"Adds a ""docs"" directory containing existing Spark documentation and doc build instructions"
"Adds a ""docs"" directory containing existing Spark documentation and doc build instructions",Log entire exception (including stack trace) in BlockManagerWorker.
Log entire exception (including stack trace) in BlockManagerWorker.,Spark HTTP FileServer
Spark HTTP FileServer,Don't exit from the Examples since that stops the YARN ApplicationMaster.
Don't exit from the Examples since that stops the YARN ApplicationMaster.,Broken build after typesafe ivy repo changes
Broken build after typesafe ivy repo changes,Log cache add/remove messages in block manager.
Log cache add/remove messages in block manager.,Simulating a Spark standalone cluster locally
Simulating a Spark standalone cluster locally,sbin/mesos-start-cluster.sh      ulimit: error setting limit (Operation not permitted)
sbin/mesos-start-cluster.sh      ulimit: error setting limit (Operation not permitted),Spark HTTP FileServer
Spark HTTP FileServer,run spark.examples.SparkPi 127.0.1.1:5050  spark gets error
run spark.examples.SparkPi 127.0.1.1:5050  spark gets error,Disable running combiners on map tasks when mergeCombiners function is not specified by the user.
Disable running combiners on map tasks when mergeCombiners function is not specified by the user.,Disable running combiners on map tasks when mergeCombiners function is not specified by the user.
Disable running combiners on map tasks when mergeCombiners function is not specified by the user.,Add a limit on the number of parallel fetches in the reduce stage
Add a limit on the number of parallel fetches in the reduce stage,Removed the deserialization cache for ShuffleMapTask
Removed the deserialization cache for ShuffleMapTask,Cache points in SparkLR example
Cache points in SparkLR example,Replay debugger for Spark
Replay debugger for Spark,Unresolved dependencies when running sbt to install spark
Unresolved dependencies when running sbt to install spark,add accumulators for mutable collections; with correct typing!
add accumulators for mutable collections; with correct typing!,Make spark-ec2 detect and handle VMs that fail to start correctly
Make spark-ec2 detect and handle VMs that fail to start correctly,make accumulator.localValue public; add tests
make accumulator.localValue public; add tests,Rsync root directory in EC2 script
Rsync root directory in EC2 script,Size estimator changes for dev
Size estimator changes for dev,Launching Spark over YARN
Launching Spark over YARN,Changes to SizeEstimator more accurate
Changes to SizeEstimator more accurate,Use JavaConversion to get a scala iterator
Use JavaConversion to get a scala iterator,Detect non-zero exit status from PipedRDD process
Detect non-zero exit status from PipedRDD process,Avoid a copy in ShuffleMapTask
Avoid a copy in ShuffleMapTask,Fix test checkpoint to reuse spark context defined in the class
Fix test checkpoint to reuse spark context defined in the class,Bug fix in RangePartitioner for partitioning when sorting in descending order.
Bug fix in RangePartitioner for partitioning when sorting in descending order.,Use maxMemory to better estimate memory available for BlockManager cache
Use maxMemory to better estimate memory available for BlockManager cache,Use sbt mergeStrategy for reference.conf files.
Use sbt mergeStrategy for reference.conf files.,Standalone cluster scripts
Standalone cluster scripts,Spark WebUI
Spark WebUI,Merge Akka reference.conf files in sbt assembly task
Merge Akka reference.conf files in sbt assembly task,Logging Throwables in Info and Debug
Logging Throwables in Info and Debug,Support for external sorting and hashing
Support for external sorting and hashing,Support for external hashing and sorting
Support for external hashing and sorting,Broadcast UUID cannot be casted to Integer
Broadcast UUID cannot be casted to Integer,Java API
Java API,Always destroy SparkContext in after block for the unit tests.
Always destroy SparkContext in after block for the unit tests.,Examples ship to to cluster
Examples ship to to cluster,Failing Test: FileSuite - Read SequenceFile using new Hadoop API
Failing Test: FileSuite - Read SequenceFile using new Hadoop API,Instantiating custom serializer using user's classpath
Instantiating custom serializer using user's classpath,Use test fixtures or setup/teardown methods in unit tests
Use test fixtures or setup/teardown methods in unit tests,Broadcast refactoring/cleaning up
Broadcast refactoring/cleaning up,add Accumulatable; add corresponding docs & tests for accumulators
add Accumulatable; add corresponding docs & tests for accumulators,User's JARs are not on the classpath when instantiating custom serializer
User's JARs are not on the classpath when instantiating custom serializer,Include Shark on default Spark AMI
Include Shark on default Spark AMI,Scalacheck groupId has changed https://github.com/rickynils/scalacheck/i...
Scalacheck groupId has changed https://github.com/rickynils/scalacheck/i...,The default broadcast implementation should not use HDFS
The default broadcast implementation should not use HDFS,run spark.examples.SparkPi  hangs with no results
run spark.examples.SparkPi  hangs with no results,Standalone deploy mode
Standalone deploy mode,SizeEstimator's sampling should reuse SearchState
SizeEstimator's sampling should reuse SearchState,Make spark.repl.Main.interp_ publicly accessible
Make spark.repl.Main.interp_ publicly accessible,ShuffleManager & RDD refactored. Some unit tests added.
ShuffleManager & RDD refactored. Some unit tests added.,BoundedMemoryCache.put should fail when estimated size of 'value' is larger than cache capacity
BoundedMemoryCache.put should fail when estimated size of 'value' is larger than cache capacity,Little refactoring and unit tests for CacheTrackerActor
Little refactoring and unit tests for CacheTrackerActor,Return size estimation; cache usage; and cache capacity from slave nodes to CacheTracker
Return size estimation; cache usage; and cache capacity from slave nodes to CacheTracker,Force serialize/deserialize task results in local execution mode.
Force serialize/deserialize task results in local execution mode.,Update spark-yarn project to support newest version of YARN
Update spark-yarn project to support newest version of YARN,End task instead of just exiting in LocalScheduler for tasks that throw exceptions
End task instead of just exiting in LocalScheduler for tasks that throw exceptions,Spark executor should use Mesos-provided hostname for itself in cache tracker updates; etc
Spark executor should use Mesos-provided hostname for itself in cache tracker updates; etc,Fix issues with JAR server in mesos-0.9 branch
Fix issues with JAR server in mesos-0.9 branch,Added the ability to set environmental variables in piped rdd.
Added the ability to set environmental variables in piped rdd.,Added an option (spark.closure.serializer) to specify the serializer for closures.
Added an option (spark.closure.serializer) to specify the serializer for closures.,Report entry dropping in BoundedMemoryCache
Report entry dropping in BoundedMemoryCache,Update the examples to show how to ship the job's code to a cluster
Update the examples to show how to ship the job's code to a cluster,spark.master.host should be set to local IP address instead of hostname
spark.master.host should be set to local IP address instead of hostname,Arthur: Replay debugger for Spark
Arthur: Replay debugger for Spark,Update to work with Mesos 0.9 / 1.0 API
Update to work with Mesos 0.9 / 1.0 API,Changed HadoopRDD to get key and value containers from the RecordReader instead of through reflection
Changed HadoopRDD to get key and value containers from the RecordReader instead of through reflection,Adding sorting to RDDs
Adding sorting to RDDs,Bad behavior when saving to S3
Bad behavior when saving to S3,LocalFileShuffle should not be an object
LocalFileShuffle should not be an object,Added immutable map registration in kryo serializer
Added immutable map registration in kryo serializer,Add support for fixed sized samples
Add support for fixed sized samples,Using 0 partition RDD in a shuffle causes crashes
Using 0 partition RDD in a shuffle causes crashes,Made improvements to takeSample. Also changed SparkLocalKMeans to SparkKMeans
Made improvements to takeSample. Also changed SparkLocalKMeans to SparkKMeans,"Why ""./run spark.examples.SparkPi 1@localhost:5050"" can't get result of Pi"
"Why ""./run spark.examples.SparkPi 1@localhost:5050"" can't get result of Pi",Update documentation for building with Scala 2.8
Update documentation for building with Scala 2.8,Add logging/notification when RDDs are evicted from cache
Add logging/notification when RDDs are evicted from cache,Add an accumulating fold operator
Add an accumulating fold operator,Add a version of sample() that returns a fixed number of elements
Add a version of sample() that returns a fixed number of elements,Spark doesn't return offers if it doesn't have any tasks for them
Spark doesn't return offers if it doesn't have any tasks for them,Bagel unit tests broken after API change
Bagel unit tests broken after API change,Use Akka actors for communication
Use Akka actors for communication,Tab completion doesn't work in REPL with Scala 2.9.1
Tab completion doesn't work in REPL with Scala 2.9.1,Implement a sort() operation / RDD
Implement a sort() operation / RDD,Ranges of Longs don't get split properly by SparkContext.parallelize
Ranges of Longs don't get split properly by SparkContext.parallelize,Wrong documentation for Mesos+Spark integration
Wrong documentation for Mesos+Spark integration,Report exceptions in tasks back to master to simplify debugging
Report exceptions in tasks back to master to simplify debugging,Upgrade to SBT 0.11.0
Upgrade to SBT 0.11.0,Upgrade to Scala 2.9.1.
Upgrade to Scala 2.9.1.,Save RDDs should work for s3n paths
Save RDDs should work for s3n paths,Delete scala-2.9 branch
Delete scala-2.9 branch,Replace DepJar with sbt-assembly plugin
Replace DepJar with sbt-assembly plugin,Enable -optimize in the build
Enable -optimize in the build,Fix code not to use code deprecated in Scala 2.9
Fix code not to use code deprecated in Scala 2.9,Workaround for scalac bug and publishTo configuration
Workaround for scalac bug and publishTo configuration,Add APIs to Serializer for streams of objects of the same type
Add APIs to Serializer for streams of objects of the same type,Kryo serializer sometimes fails to use no-argument constructor
Kryo serializer sometimes fails to use no-argument constructor,ClosureCleaner fails when instantiating with outer
ClosureCleaner fails when instantiating with outer,Port SBT build to SBT 0.10
Port SBT build to SBT 0.10,Enable -optimize in the build
Enable -optimize in the build,Add API for controlling the number of splits on a Hadoop file
Add API for controlling the number of splits on a Hadoop file,Change @serializable to extends Serializable in 2.9 branch
Change @serializable to extends Serializable in 2.9 branch,Functionality to save RDDs to Hadoop files
Functionality to save RDDs to Hadoop files,Implemented RDD.leftOuterJoin and RDD.rightOuterJoin
Implemented RDD.leftOuterJoin and RDD.rightOuterJoin,Add missing test for RDD.groupWith
Add missing test for RDD.groupWith,Better readme
Better readme,Move managedStyle to SparkProject
Move managedStyle to SparkProject,Remove unnecessary toStream calls
Remove unnecessary toStream calls,LocalScheduler should catch Throwable to avoid silent failures
LocalScheduler should catch Throwable to avoid silent failures,Make SparkContext.runJob public
Make SparkContext.runJob public,Remove merged branches
Remove merged branches,Use explicit asInstanceOf instead of misleading unchecked pattern matching.
Use explicit asInstanceOf instead of misleading unchecked pattern matching.,Fix deprecations when compiled with Scala 2.8.1
Fix deprecations when compiled with Scala 2.8.1,Fix deprecations when compiled with Scala 2.8.1
Fix deprecations when compiled with Scala 2.8.1,Support Scala 2.9.x
Support Scala 2.9.x,Bagel: Large-scale graph processing on Spark
Bagel: Large-scale graph processing on Spark,Cache to disk
Cache to disk,Make sure slf4j is initialized before any piece of code tries to use it
Make sure slf4j is initialized before any piece of code tries to use it,Concurrency bug in BlockedShuffle implementations in mos-shuffle-tracked branch
Concurrency bug in BlockedShuffle implementations in mos-shuffle-tracked branch,Passing masterHostAddress to workers is not working
Passing masterHostAddress to workers is not working,Serialization issue
Serialization issue,Replacing the native lzf compression code with ning's lzf library
Replacing the native lzf compression code with ning's lzf library,Pluggable broadcast implementations
Pluggable broadcast implementations,Clean up temporary files after LocalFileShuffle
Clean up temporary files after LocalFileShuffle,Support other serialization mechanisms than Java Serialization
Support other serialization mechanisms than Java Serialization,Add unit tests for shuffle operations
Add unit tests for shuffle operations,Organize broadcast implementations
Organize broadcast implementations,Print milliseconds in the log timestamps
Print milliseconds in the log timestamps,Spark/Mesos crashes after completion of jobs
Spark/Mesos crashes after completion of jobs,java crashes when trying to run spark+EC2
java crashes when trying to run spark+EC2,Increase default locality wait from 1s to 3-5s
Increase default locality wait from 1s to 3-5s,Make Spark use log4j / slf4j for logging
Make Spark use log4j / slf4j for logging,Write up a Spark tutorial for wiki
Write up a Spark tutorial for wiki,Add a single spark.shared.fs option to use for REPL classes; broadcast; etc
Add a single spark.shared.fs option to use for REPL classes; broadcast; etc,Don't keep trying to run tasks on a slave if they all fail
Don't keep trying to run tasks on a slave if they all fail,Make per-task CPU and memory configurable
Make per-task CPU and memory configurable,Make it possible to run spark-shell without a shared NFS
Make it possible to run spark-shell without a shared NFS,Add support for Hadoop InputFormats other than TextInputFormat
Add support for Hadoop InputFormats other than TextInputFormat,Consider using a better build tool than make
Consider using a better build tool than make,Load-balance tasks better across nodes
Load-balance tasks better across nodes,Add save() operation
Add save() operation,Union operation on RDDs
Union operation on RDDs,Merge Mosharaf's broadcast code into master branch
Merge Mosharaf's broadcast code into master branch,Save operation
Save operation,Unify the API and implementation of ParallelArrays and HdfsFiles
Unify the API and implementation of ParallelArrays and HdfsFiles,Shuffle operation
Shuffle operation,Make NexusScheduler more efficient by keeping a list of tasks for each node
Make NexusScheduler more efficient by keeping a list of tasks for each node,Merge fault tolerance code into master branch
Merge fault tolerance code into master branch,Make it easier to run external code on a Nexus cluster
Make it easier to run external code on a Nexus cluster,Improve error reporting when slaves fail to start
Improve error reporting when slaves fail to start,Exiting spark-ec2 with unfulfilled spot instance request does not cancel request
Exiting spark-ec2 with unfulfilled spot instance request does not cancel request,Allow EC2 script to stop/destroy cluster after master/slave failures
Allow EC2 script to stop/destroy cluster after master/slave failures,Support for Hadoop 2 distributions such as cdh4
Support for Hadoop 2 distributions such as cdh4,Structure SBT build file into modules.
Structure SBT build file into modules.,Create repository for /root/mesos-ec2 scripts
Create repository for /root/mesos-ec2 scripts,Updated Kryo to version 2.20
Updated Kryo to version 2.20,Added a method to report slave memory status; force serialize accumulator update in local mode.
Added a method to report slave memory status; force serialize accumulator update in local mode.,spark integration issue with Cloudera hadoop
spark integration issue with Cloudera hadoop,Refactoring of shuffling-related classes
Refactoring of shuffling-related classes,sbt/sbt  --> eclipse won't work now
sbt/sbt  --> eclipse won't work now,Support spark-shell when running on YARN
Support spark-shell when running on YARN,Provide a dist-like target that builds a binary distribution (JARs + scripts)
Provide a dist-like target that builds a binary distribution (JARs + scripts),Have a single file that controls the environmental variables and spark config options
Have a single file that controls the environmental variables and spark config options,Spark driver process doesn't exit after finishing
Spark driver process doesn't exit after finishing,Create more explicit logs for cache registration and task completion
Create more explicit logs for cache registration and task completion,Log something when no resources have been offered in the cluster
Log something when no resources have been offered in the cluster,Killing tasks in spark - request for comment
Make SparkContext thread-safe,Error with technique to find hostname in bin/start-slaves.sh in dev branch
Error with technique to find hostname in bin/start-slaves.sh in dev branch,Set SPARK_MEM based on instance type in EC2 scripts
Set SPARK_MEM based on instance type in EC2 scripts,driver.run() returned with code DRIVER_ABORTED
driver.run() returned with code DRIVER_ABORTED,INFO spark.MesosScheduler: Ignoring update from TID 9 because its job is gone
INFO spark.MesosScheduler: Ignoring update from TID 9 because its job is gone,Permission denied(publickey)
Permission denied(publickey),Add API to customize in-memory representation of RDDs
Add API to customize in-memory representation of RDDs,Passing bad master address to SparkContext results in unhelpful Mesos error message
Passing bad master address to SparkContext results in unhelpful Mesos error message,Cache Miss when machine have multiple hostname
Cache Miss when machine have multiple hostname,Spark for Python
Spark for Python,Provide a Configuration class in addition to system properties
Provide a Configuration class in addition to system properties,support external sort
Support full outer join and multiple join in a single shuffle,Provide a means to package Spark's executor into a tgz
Provide a means to package Spark's executor into a tgz,Update Kryo to use 2.x
Update Kryo to use 2.x,Move mesos.jar to a maven repository
Move mesos.jar to a maven repository,Hiding the default spark context in the spark shell creates serialization issues
Hiding the default spark context in the spark shell creates serialization issues,slave disconnected
slave disconnected,spark api doc
spark api doc,Write a tutorial for mining Wikipedia interactively on EC2
Write a tutorial for mining Wikipedia interactively on EC2,Add aggregateByKey
Add aggregateByKey,"Write a ""Spark internals"" wiki page"
"Write a ""Spark internals"" wiki page",Results from tasks should be returned through our own sockets rather than Mesos framework messages
Results from tasks should be returned through our own sockets rather than Mesos framework messages,Provide scripts for launching Spark through Amazon Elastic MapReduce
Provide scripts for launching Spark through Amazon Elastic MapReduce,Simplify run script by relying on sbt to launch app
Simplify run script by relying on sbt to launch app,Automatically register all classes used in fields of a class with Kryo
Automatically register all classes used in fields of a class with Kryo,Specialize RDDs / iterators
Specialize RDDs / iterators,Implement unit tests for RDD save functionality
Implement unit tests for RDD save functionality,Add a way to ship files with as Spark job
Add a way to ship files with as Spark job,Run findBugs and IDEA inspections in the codebase
Run findBugs and IDEA inspections in the codebase,Publish to maven repository
Publish to maven repository,Integrate spark in scala standard collection API
Integrate spark in scala standard collection API,Replace polling+sleeping with semaphores in broadcast and shuffle
Replace polling+sleeping with semaphores in broadcast and shuffle,Unified directory structure for temporary data
Unified directory structure for temporary data,Document configuration options
Document configuration options,Consolidate/reorganize configuration options
Easy way to set remote node memory,Forbid return statements when cleaning closures
Forbid return statements when cleaning closures,Forbid update of static mutable variables
Forbid update of static mutable variables,Clarify semantics of the parallelized closures
Clarify semantics of the parallelized closures,Put license notice and copyrights headers to all files
Put license notice and copyrights headers to all files,Maintain a cache of JARs on each node to avoid unnecessary copying
Maintain a cache of JARs on each node to avoid unnecessary copying,Design and develop a more precise progress estimator
Design and develop a more precise progress estimator,Rename Split to Partition
Rename Split to Partition,Fix interpreter code generation to only capture needed dependencies
Fix interpreter code generation to only capture needed dependencies,An anonymous submission to Spark
An anonymous submission to Spark,Use Spark local directory as PySpark tmp directory
Use Spark local directory as PySpark tmp directory,Try using a smart commit and seeing if it works
Try using a smart commit and seeing if it works,Add unit test for complex column (lazy column)
Add unit test for complex column (lazy column),Failures in BlockStore may lead to infinite loops of task failures
Failures in BlockStore may lead to infinite loops of task failures,Pass slave ip address when starting a cluster 
Pass slave ip address when starting a cluster ,Mesos may not work with mesos:// URLs
Mesos may not work with mesos:// URLs,Update docs to say that you need to set MESOS_NATIVE_LIBRARY when running standalone apps on Mesos
Test issue,Have assembly example in quick start; or elsewhere in docs
Have assembly example in quick start; or elsewhere in docs,MESOS_NATIVE_LIBRARY env var needs to be set when running on Mesos
MESOS_NATIVE_LIBRARY env var needs to be set when running on Mesos,Log task size when it's too large on master
Log task size when it's too large on master,Configuration System
Total memory size on per-RDD basis,Send last few lines of failed standalone mode or Mesos task to master
Send last few lines of failed standalone mode or Mesos task to master,Update examples to pass JARs when building a SparkContext in 0.6 and master
"Document ""local-cluster"" mode",Memory Dashboard
Memory Dashboard,Unimplemented configuration options in spark-daemon[s].sh
Unimplemented configuration options in spark-daemon[s].sh,Test PySpark's Java-side pickling of arrays of key-value pairs
Test PySpark's Java-side pickling of arrays of key-value pairs,OutOfMemoryErrors can cause workers to hang indefinitely
OutOfMemoryErrors can cause workers to hang indefinitely,SparkContext.stop and clearJars delete local JAR files
SparkContext.stop and clearJars delete local JAR files,PairRDDFunctions.lookup fails unnecessarily when self.partitioner is None
PairRDDFunctions.lookup fails unnecessarily when self.partitioner is None,Pass integer hashcodes to Java during PySpark hash partitioning
Pass integer hashcodes to Java during PySpark hash partitioning,add simple Counter API
add simple Counter API,reconnect if mesos slaves dies
reconnect if mesos slaves dies,Add support for new m3.xlarge and m3.2xlarge EC2 instance types
Add support for new m3.xlarge and m3.2xlarge EC2 instance types,Add mapSideCombine setting to Java API partitionBy() method.
Add mapSideCombine setting to Java API partitionBy() method.,Timeout while fetching map statuses may cause job to hang
Timeout while fetching map statuses may cause job to hang,Allow showing worker STDOUT/STDERR log tail (e.g. last 512KB)
Allow showing worker STDOUT/STDERR log tail (e.g. last 512KB),Add instructions for enabling Akka debug logging
Add instructions for enabling Akka debug logging,Support master failover in standalone mode
Support master failover in standalone mode,Allow JStack to be run from web UI
Allow JStack to be run from web UI,Update examples to pass JAR file to SparkContext in master and 0.6 branches
Standalone web UI links to internal IPs when running on EC2,Make last 4 digits of framework id in standalone mode logging monotonically increasing
Make last 4 digits of framework id in standalone mode logging monotonically increasing,Add mapPartitionsWithIndex() to the Java API
Add mapPartitionsWithIndex() to the Java API,Show dead workers in the standalone web UI
Show dead workers in the standalone web UI,Driver program can crash when a standalone worker is lost
Driver program can crash when a standalone worker is lost,start-mesos and stop-mesos scripts should check for running processes
start-mesos and stop-mesos scripts should check for running processes,Hadoop MapReduce should be configured to use all local disks for shuffle on AMI
Hadoop MapReduce should be configured to use all local disks for shuffle on AMI,Default SPARK_MEM on AMI too high
Provide an API to manually throw RDDs out of the cache,spark-ec2 launch command hangs if instances fail while starting up.
spark-ec2 launch command hangs if instances fail while starting up.,Don't hardcode log location for standalone UI
Don't hardcode log location for standalone UI,The local IP address to bind to should be configurable
The local IP address to bind to should be configurable,Client hangs when connecting to standalone cluster using wrong address
Client hangs when connecting to standalone cluster using wrong address,deleting security groups gives me a 400 error
deleting security groups gives me a 400 error,All references to [K; V] in JavaDStreamLike should be changed to [K2; V2]
All references to [K; V] in JavaDStreamLike should be changed to [K2; V2],Make deletion of EC2 security groups optional
Make deletion of EC2 security groups optional,Standalone job details page has strange value for number of cores
Standalone job details page has strange value for number of cores,Master web UI shows some finished/killed executors as running
Master web UI shows some finished/killed executors as running,SPARK_LOCAL_IP environment variable should also affect spark.master.host
SPARK_LOCAL_IP environment variable should also affect spark.master.host,Akka system names need to be normalized (since they are case-sensitive)
Akka system names need to be normalized (since they are case-sensitive),Support dropping blocks and RDDs from block manager
Support dropping blocks and RDDs from block manager,Track and display a read count for each block replica in BlockManager
Track and display a read count for each block replica in BlockManager,Pass a TaskContext object to compute() interface
Pass a TaskContext object to compute() interface,Add mechanism to run system management/configuration tasks on all workers
Create troubleshooting checklist,Standalone --cluster-type option broken in spark-ec2 due to SPARK_MASTER_IP setting
Standalone --cluster-type option broken in spark-ec2 due to SPARK_MASTER_IP setting,Standalone cluster should report executor exit codes more nicely to clients
Standalone cluster should report executor exit codes more nicely to clients,Update Hadoop 1 version to 1.1.0 (especially on AMIs)
Update Hadoop 1 version to 1.1.0 (especially on AMIs),spark-ec2 standalone launch should create ~/mesos-ec2/slaves
spark-ec2 standalone launch should create ~/mesos-ec2/slaves,spark-ec2 standalone launch should set SPARK_MEM and SPARK_JAVA_OPTS
spark-ec2 standalone launch should set SPARK_MEM and SPARK_JAVA_OPTS,Standalone master crashes during actor restart
Standalone master crashes during actor restart,Jobs canceled due to repeated executor failures may hang
Jobs canceled due to repeated executor failures may hang,Calling distinct() without parentheses fails
Calling distinct() without parentheses fails,Floating point overflow/underflow in LR examples
Floating point overflow/underflow in LR examples,ConnectionManager.sendMessage may create too many unnecessary connections
ConnectionManager.sendMessage may create too many unnecessary connections,takeSample() with repetitions should be able to return more items than an RDD contains
takeSample() with repetitions should be able to return more items than an RDD contains,Windows support for PySpark
Windows support for PySpark,"Add a ""setup hook"" API for running initialization code on each executor"
Port sample()/takeSample() to PySpark,Propagate exceptions from PySpark workers to the driver
Add accumulators to PySpark,Use ID of hash function when comparing Python partitioner objects in equals()
Use ID of hash function when comparing Python partitioner objects in equals(),Implement co-partitioning aware joins in PySpark
Let Amazon choose our EC2 clusters' availability zone if the user does not specify one,Don't use multiple loopback IP addresses in unit tests
Don't use multiple loopback IP addresses in unit tests,Make Spark execution time logging more obvious and easier to read
Make Spark execution time logging more obvious and easier to read,The master web interface is broken for Scala 2.10
The master web interface is broken for Scala 2.10,Add StorageLevel support in Python
Add StorageLevel support in Python,Java unit tests don't seem to run with Maven
Java unit tests don't seem to run with Maven,Executor should only download files & jars once
Executor should only download files & jars once,Implement Fair scheduler within ClusterScheduler
Implement Fair scheduler within ClusterScheduler,Accumulator updates should get locally merged before sent to the driver
Accumulator updates should get locally merged before sent to the driver,Create RPM packages for Spark
Create RPM packages for Spark,Make Spark's master debug level logging consumable
Make Spark's master debug level logging consumable,IntelliJ may insert stubs for inherited methods in Java Function classes
