Issue_id,Type,Priority,Component,Title,Description,Status,Resolution,Duplicated_issue,Assignee,Reporter,Created_time,Updated_time,Resolved_time,Fix_version,Affects_version,Labels,Blocked_issue,Related_issue,Link
MAPREDUCE-289,Improvement,Major,,JobTracker should not expand jobs if its running low on memory,When the JobTracker detects that its running low on memory it should not expand new jobs if the job has the potential to bring it down. Consider and example where the JobTracker runs on 60% of the max memory and a new job is submitted which can take upto 40% of the max memory.  Ideally the JobTracker should queue the job for expansion and expand when sufficient memory is available.,Resolved,Fixed,,Unassigned,Amar Kamat,Mon; 12 Jan 2009 07:56:23 +0000,Mon; 21 Jul 2014 17:58:28 +0000,Mon; 21 Jul 2014 17:58:28 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-289
HADOOP-6835,Improvement,Major,io,Support concatenated gzip files,When running MapReduce with concatenated gzip files as input only the first part is read; which is confusing; to say the least. Concatenated gzip is described in http://www.gnu.org/software/gzip/manual/gzip.html#Advanced-usage and in http://www.ietf.org/rfc/rfc1952.txt. (See original report at http://www.nabble.com/Problem-with-Hadoop-and-concatenated-gzip-files-to21383097.html),Closed,Fixed,,Greg Roelofs,Tom White,Mon; 12 Jan 2009 13:16:32 +0000,Mon; 12 Dec 2011 06:19:09 +0000,Wed; 7 Jul 2010 23:23:16 +0000,,0.20.2,,HADOOP-7386,MAPREDUCE-1795;HADOOP-6335;PIG-42,https://issues.apache.org/jira/browse/HADOOP-6835
HADOOP-5015,Improvement,Major,,Separate block/replica management code from FSNamesystem,Currently FSNamesystem contains a big amount of code that manages blocks and replicas. The code scatters in FSNamesystem and it is hard to read and maintain. It would be nice to move the code to a separate class called; for example; BlockManager.,Closed,Fixed,,Suresh Srinivas,Hairong Kuang,Mon; 12 Jan 2009 23:41:12 +0000,Tue; 24 Aug 2010 20:34:50 +0000,Wed; 6 May 2009 22:34:19 +0000,,,,HADOOP-5782,,https://issues.apache.org/jira/browse/HADOOP-5015
HDFS-275,Improvement,Major,,FSNamesystem should have an InvalidateBlockMap class to manage blocks scheduled to remove,This jira intends to move the code that handles recentInvalideSet to a separate class InvalidateBlockMap.,Open,Unresolved,,Hairong Kuang,Hairong Kuang,Tue; 13 Jan 2009 00:28:39 +0000,Mon; 21 Jul 2014 18:00:21 +0000,,,,,,HADOOP-5124;HDFS-333,https://issues.apache.org/jira/browse/HDFS-275
HADOOP-5017,Bug,Minor,,NameNode.namesystem should be private,As stated in the comment:,Closed,Fixed,,Tsz Wo Nicholas Sze,Tsz Wo Nicholas Sze,Tue; 13 Jan 2009 01:05:09 +0000,Tue; 24 Aug 2010 20:34:51 +0000,Thu; 15 Jan 2009 01:42:57 +0000,,,,,HADOOP-2413,https://issues.apache.org/jira/browse/HADOOP-5017
HADOOP-5018,New Feature,Major,,Chukwa should support pipelined writers,We ought to support chaining together writers; this will radically increase flexibility and make it practical to add new features without major surgery by putting them in pass-through or filter classes.,Closed,Fixed,,Ari Rabkin,Ari Rabkin,Tue; 13 Jan 2009 02:09:17 +0000,Thu; 2 May 2013 02:29:20 +0000,Tue; 10 Feb 2009 00:15:52 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5018
HDFS-207,New Feature,Minor,namenode,add querying block's info in the fsck facility,"As now the fsck can do pretty well;but when the developer happened to the log such Block blk_28622148 is not valid.etcWe wish to know which file and the datanodes the block belongs to.It  can be solved by running ""bin/hadoop fsck -files -blocks -locations / | grep blockid"" ;but as mentioned early in the HADOOP-4945 ;it's not an effective way in a big product cluster.so maybe we could do something to let the fsck more convenience .",Open,Unresolved,,zhangwei,zhangwei,Tue; 13 Jan 2009 09:33:21 +0000,Mon; 21 Jul 2014 18:02:04 +0000,,,,,,,https://issues.apache.org/jira/browse/HDFS-207
MAPREDUCE-45,Bug,Major,,JobStatus should contain user name and carry forward start time when job is killed.,If an initialized job is killed; the jobs start time is set to zero. Job status don't seem to have user name set properly.,Resolved,Cannot Reproduce,,Amar Kamat,Sreekanth Ramakrishnan,Tue; 13 Jan 2009 10:18:55 +0000,Sat; 31 Dec 2011 09:31:21 +0000,Sat; 31 Dec 2011 09:31:20 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-45
HDFS-135,Bug,Major,,TestEditLog assumes that FSNamesystem.getFSNamesystem().dir is non-null; even after the FSNameSystem is closed,"In my modified services; I'm setting FSNameSystem.dir to null on close(): This breaks TestEditLog There are two possible conclusions here. 	Setting dir=null in FSNameSystem.close() is a regression and should be fixed	The test contains some assumptions that are not validI will leave it to others to decide; I will try and fix the code whichever approach is chosen. Personally; I'd go for setting dir=null as it is cleaner; but there is clearly some risk of backward's compatibility problems; at least in test code",Resolved,Cannot Reproduce,,Steve Loughran,Steve Loughran,Tue; 13 Jan 2009 14:38:10 +0000,Mon; 26 Jan 2015 22:52:25 +0000,Mon; 26 Jan 2015 22:52:25 +0000,,,,,HADOOP-5037,https://issues.apache.org/jira/browse/HDFS-135
HADOOP-5022,Bug,Blocker,contrib/hod,[HOD] logcondense should delete all hod logs for a user; including jobtracker logs,Currently; logcondense.py does not delete jobtracker logs that it uploads to the DFS when the HOD cluster is deallocated. This will result in the hod-logs directory to slowly accumulate a whole bunch of jobtracker logs. Particularly for users who run a lot of user jobs; this could fill up the namespace.  Further these directories will cause the logcondense program to keep repeatedly looking at these directories stressing out the namenode. So; logcondense.py should optionally also delete the jobtracker logs.,Closed,Fixed,,Peeyush Bishnoi,Hemanth Yamijala,Tue; 13 Jan 2009 17:39:07 +0000,Tue; 24 Aug 2010 20:34:52 +0000,Sat; 17 Jan 2009 00:49:44 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5022
HADOOP-5023,Improvement,Major,,Add Tomcat support to hdfsproxy,We plan to add Tomcat support to hdfsproxy since Tomcat has good production support at Yahoo.,Closed,Fixed,,zhiyong zhang,Kan Zhang,Tue; 13 Jan 2009 18:42:38 +0000,Tue; 24 Aug 2010 20:34:52 +0000,Sat; 28 Feb 2009 01:58:33 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5023
HADOOP-5024,Bug,Major,,DFS chmod does not correctly parse some multiple-mode permission specifications,The current implementation of chmod attempts to combine multiple permission specifications into one omnibus specification that represents the end result of all the specifications.  However; this fails for some specifications; essentially allowing the latest specified mode to override the prior ones.  For example the following chmod in unix results in: while the current implementation results in: (adapted from TestDFSShell.java) Unix appears to apply each specified mode sequentially; and this approach would correct the problem in DFSShell as well at the cost of a separate rpc call for each mode specification.,Closed,Invalid,,Unassigned,Jakob Homan,Tue; 13 Jan 2009 22:31:27 +0000,Wed; 8 Jul 2009 16:43:29 +0000,Tue; 13 Jan 2009 23:05:47 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5024
CHUKWA-12,New Feature,Blocker,,Add instrumentation Api for Chukwa components,Chukwa Components should be able to emit some metrics in an easy way.I'm thinking of reusing the new HADOOP JMX instrumentation API to do that + MetricsContext to output/collect them using chukwa.,Closed,Fixed,,Jerome Boulon,Jerome Boulon,Wed; 14 Jan 2009 00:05:26 +0000,Fri; 15 May 2009 06:28:12 +0000,Wed; 1 Apr 2009 18:15:34 +0000,,,,,CHUKWA-53,https://issues.apache.org/jira/browse/CHUKWA-12
HADOOP-5026,Bug,Minor,,Startup scripts should be svn-executable,When you check out Chukwa; not all of the shell scripts in bin that need to be executable are so. In particular; I believe that all files ending in .sh that exist in bin should be executable. This will simply require svn:executable properties to be set.,Closed,Fixed,,Andy Konwinski,Andy Konwinski,Wed; 14 Jan 2009 00:09:02 +0000,Wed; 8 Jul 2009 16:40:47 +0000,Wed; 14 Jan 2009 21:43:53 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5026
HDFS-168,Bug,Major,,Block report processing should compare gneration stamp,If a reported block has a different generation stamp then the one stored in the NameNode; the reported block will be considered as invalid.  This is incorrect since blocks with larger generation stamp are valid.,Resolved,Won't Fix,,Unassigned,Tsz Wo Nicholas Sze,Wed; 14 Jan 2009 02:14:50 +0000,Thu; 25 Mar 2010 22:50:10 +0000,Thu; 25 Mar 2010 22:50:10 +0000,,,,HADOOP-4692,,https://issues.apache.org/jira/browse/HDFS-168
MAPREDUCE-2816,Bug,Major,,SortedMapWritable: inkonsistent put() and putAll() behaviour,The current SortedMapWritable implementation is breaking support for custom classes in case putAll() is used. Its important for putAll() that addToMap() will called to register all used classes. Please consider to have putAll() call put() for each map entry.trunk:  public Writable put(WritableComparable key; Writable value) {    addToMap(key.getClass());    addToMap(value.getClass());    return instance.put(key; value);  }  public void putAll(Map? extends WritableComparable; ? extends Writable t) {    for (Map.Entry? extends WritableComparable; ? extends Writable e:      t.entrySet()) {            instance.put(e.getKey(); e.getValue());    }  },Open,Unresolved,,Unassigned,Stefan Podkowinski,Wed; 14 Jan 2009 13:10:10 +0000,Thu; 11 Aug 2011 18:16:47 +0000,,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-2816
HADOOP-5029,Improvement,Major,,Add utilities to load chukwa sequence file to database,When data need to be reprocessed in the database; there is currently no manual method to reload the chukwa sequence files into database.A few minor tweaks to MetricsDataLoader should be possible to create a command line utility to do this.,Resolved,Fixed,,Eric Yang,Eric Yang,Wed; 14 Jan 2009 17:59:08 +0000,Wed; 8 Jul 2009 16:40:48 +0000,Fri; 27 Feb 2009 18:23:11 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5029
HADOOP-5030,Improvement,Major,,Chukwa RPM build improvements,When user defines location of Chukwa RPM as /usr/local/chukwa; the RPM should install into the defined directory.The rpm build currently creates /usr/local/chukwa/chukwa.  This should be changed.,Closed,Fixed,,Eric Yang,Eric Yang,Wed; 14 Jan 2009 18:47:16 +0000,Wed; 8 Jul 2009 16:40:47 +0000,Sat; 17 Jan 2009 03:26:20 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5030
HADOOP-5031,Bug,Major,,metrics aggregation is incorrect in database,A few problem with the aggregation SQL statements:hdfs throughput should be calculated by doing two level aggregation:First; calculate the rate for hadoop datanode metrics with accumulated vales.Second; sum up all datanode rate to provide a single number to represent the current cluster performance.Disable hod jobs utilization measurement - The data provide a rough view of the cluster performance but mostly inaccurate.Disable user utilization measurement generated from hod job - The data is generated from hod job metrics; and it's mostly inaccurate.,Closed,Fixed,,Eric Yang,Eric Yang,Wed; 14 Jan 2009 19:01:49 +0000,Tue; 24 Aug 2010 20:34:53 +0000,Fri; 6 Mar 2009 18:13:07 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5031
HADOOP-5032,Bug,Major,,CHUKWA_CONF_DIR environment variable needs to be exported to shell script,CHUKWA_CONF_DIR is used by chukwa command line scripts; like agent.sh; jettyCollector.sh  When the command line scripts are called through chukwa-daemon.sh wrapper; the CHUKWA_CONF_DIR environment is not passed to the command line script.  This variable should be exported.,Closed,Fixed,,Eric Yang,Eric Yang,Wed; 14 Jan 2009 19:10:12 +0000,Tue; 24 Aug 2010 20:34:53 +0000,Thu; 5 Feb 2009 22:45:02 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5032
HADOOP-5033,Improvement,Minor,,chukwa writer API is confusing,The ChukwaWriter interface has both add(Chunk) and add(ListChunk).   The code doesn't actually use the former.  I'd like to remove it.  Thoughts?,Closed,Fixed,,Ari Rabkin,Ari Rabkin,Wed; 14 Jan 2009 19:27:42 +0000,Thu; 2 May 2013 02:29:20 +0000,Thu; 26 Feb 2009 00:49:45 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5033
HADOOP-5034,New Feature,Major,,NameNode should send both replication and deletion requests to DataNode in one reply to a heartbeat,Currently NameNode favors block replication requests over deletion requests. On reply to a heartbeat; NameNode does not send a block deletion request unless there is no block replication request. This brings a problem when a near-full cluster loses a bunch of DataNodes. In react to the DataNode loss; NameNode starts to replicate blocks. However; replication takes a lot of cpu and a lot of replications fail because of the lack of disk space. So the administrator tries to delete some DFS files to free up space. However; block deletion requests get delayed for very long time because it takes a long time to drain the block replication requests for most DataNodes.I'd like to propose to let NameNode to send both replication requests and deletion requests to DataNodes in one reply to a heartbeat. This also implies that the replication monitor should schedule both replication and deletion work in one iteration.,Closed,Fixed,,Hairong Kuang,Hairong Kuang,Wed; 14 Jan 2009 19:30:13 +0000,Wed; 8 Jul 2009 16:43:29 +0000,Mon; 2 Feb 2009 19:16:50 +0000,,0.18.0,,,,https://issues.apache.org/jira/browse/HADOOP-5034
HADOOP-5035,Improvement,Major,,Support non Time Series charting and handle data gap more gracefully for Chukwa charts,Chukwa charting only support time series data because the data structure is a HashMap of Long; Double.Long is the timestamp (xaxis); and Double is the yaxis value.  The data structure will be changed to HashMap of String; Double.This will add capability to plot xaxis with any data.If the yaxis value is not a number; the charting system should skip plotting for this data point.,Closed,Duplicate,NULL,Eric Yang,Eric Yang,Wed; 14 Jan 2009 19:30:22 +0000,Wed; 8 Jul 2009 16:40:47 +0000,Wed; 4 Mar 2009 02:15:50 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5035
HADOOP-5036,Bug,Major,,chukwa agent controller remove file does not work ,Test case: Start the agentAdd a fileTailing adaptor to a file  validate that this adaptor is written to the checkpointremove the adaptor using the shutdown command on port 9093 (default)wait for the next checkpoint file to be writtenThe adaptor should no longer be there but it is,Closed,Duplicate,HADOOP-5397,Jerome Boulon,Jerome Boulon,Wed; 14 Jan 2009 19:55:45 +0000,Wed; 8 Jul 2009 16:40:47 +0000,Wed; 4 Mar 2009 20:34:26 +0000,,,,HADOOP-5087,,https://issues.apache.org/jira/browse/HADOOP-5036
HADOOP-5037,Sub-task,Minor,,Deprecate FSNamesystem.getFSNamesystem() and change fsNamesystemObject to private,HADOOP-2413 involves quite many codes.  This is the first step to fix it.,Closed,Fixed,,Tsz Wo Nicholas Sze,Tsz Wo Nicholas Sze,Wed; 14 Jan 2009 20:05:29 +0000,Tue; 24 Aug 2010 20:34:54 +0000,Fri; 23 Jan 2009 18:47:50 +0000,,,,,HDFS-135,https://issues.apache.org/jira/browse/HADOOP-5037
HADOOP-5038,Improvement,Major,,remove System.out.println statement,Starting the agent using the chuka-daemon.sh script redirect the standard output to a file. Only critical information should be outputted to stdout,Closed,Fixed,,Jerome Boulon,Jerome Boulon,Wed; 14 Jan 2009 20:29:37 +0000,Tue; 24 Aug 2010 20:34:58 +0000,Tue; 10 Feb 2009 00:30:02 +0000,,,,HADOOP-5138,,https://issues.apache.org/jira/browse/HADOOP-5038
HADOOP-5039,Bug,Major,,Hourly&daily rolling are not using the right path,"The path for Rolling is build like this: chukwaMainRepository + ""/"" + cluster + ""/"" + dataSource + ""/"" + workingDay + ""/"" + workingHour + ""//.evt"";If there's a spill file in ""/"" + cluster + ""/"" + dataSource + ""/"" + workingDay + ""/"" + workingHour it will be part of the rolling but it shouldn't. Only data from subDirectories should be part of the rolling.",Closed,Fixed,,Jerome Boulon,Jerome Boulon,Wed; 14 Jan 2009 21:41:28 +0000,Tue; 24 Aug 2010 20:34:59 +0000,Tue; 10 Feb 2009 00:38:02 +0000,,,,HADOOP-5138,,https://issues.apache.org/jira/browse/HADOOP-5039
CHUKWA-22,New Feature,Major,Data Processors,Need index for chukwa sequence files,Chukwa has ability to collect large volume of data; but the lack of index prevents Chukwa front end to serve data straight from HDFS.  This jira is the place holder for designing a indexing service for Chukwa.  The plan is to create indexing service base on available software like lucene or katta.,Open,Unresolved,,Eric Yang,Eric Yang,Wed; 14 Jan 2009 21:43:25 +0000,Thu; 2 May 2013 02:29:20 +0000,,,,,,HIVE-417,https://issues.apache.org/jira/browse/CHUKWA-22
CHUKWA-15,New Feature,Major,Data Processors,Need search service for Chukwa data,In order to search log files efficiently; Chukwa needs to provide a search service base on index created by HADOOP-5040.,Open,Unresolved,,Unassigned,Eric Yang,Wed; 14 Jan 2009 21:46:35 +0000,Thu; 2 May 2013 02:29:20 +0000,,,,,,,https://issues.apache.org/jira/browse/CHUKWA-15
HADOOP-5042,New Feature,Major,, Add expiration handling to the chukwa log4j appender,Chukwa log4j appender is not doing any sort of cleanup. The idea here is to keep only n rotate files and delete the older ones. This way we don't have to worry about manually cleaning old files,Closed,Fixed,,Jerome Boulon,Jerome Boulon,Wed; 14 Jan 2009 22:18:56 +0000,Tue; 24 Aug 2010 20:34:59 +0000,Tue; 24 Feb 2009 21:12:46 +0000,,,,CHUKWA-28;HADOOP-5138,,https://issues.apache.org/jira/browse/HADOOP-5042
CHUKWA-26,Improvement,Blocker,Data Processors,Rewrite processSinkFiles.sh in java to have a better error handling,,Resolved,Fixed,,Jerome Boulon,Jerome Boulon,Thu; 15 Jan 2009 00:15:16 +0000,Thu; 9 Apr 2009 04:21:07 +0000,Thu; 9 Apr 2009 04:21:07 +0000,,,,,,https://issues.apache.org/jira/browse/CHUKWA-26
CHUKWA-30,Improvement,Major,Data Collection,Remove HDFS flush & connection holding (Collector),,Resolved,Fixed,,Jerome Boulon,Jerome Boulon,Thu; 15 Jan 2009 00:17:34 +0000,Sat; 6 Jun 2009 23:06:33 +0000,Tue; 26 May 2009 18:22:20 +0000,,0.2.0,,,,https://issues.apache.org/jira/browse/CHUKWA-30
HADOOP-5045,Sub-task,Major,fs,FileSystem.isDirectory() should not be deprecated.,We should remove FileSystem.isDirectory().,Closed,Fixed,,Suresh Srinivas,Tsz Wo Nicholas Sze,Thu; 15 Jan 2009 02:30:42 +0000,Tue; 24 Aug 2010 20:35:00 +0000,Thu; 29 Jan 2009 17:29:09 +0000,,,,,HADOOP-5953,https://issues.apache.org/jira/browse/HADOOP-5045
CHUKWA-6,Bug,Major,,Chukwa log4j appender logs corrupted data if the system is under high stress,Data from Iostat indicates that log files did not write properly when system is under high stress.2008-12-29 03:03:48;510 INFO org.apache.hadoop.chukwa.inputtools.plugin.metrics.Exec: Linux 2.6.9-55.ELsmp (example1002)  12/29/08^D^Davg-cpu:  %user   %nice    %sys %iowait   %idle^D           1.19    0.35    0.85    2.63   94.99^D^DDevice:    rrqm/s wrqm/s   r/s   w/s  rsec/s  wsec/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await  svctm  %util^Dsda          0.13  33.31  3.02  3.53  281.94  311.02   140.97   155.51    90.52     0.56   86.19   2.30   1.51^Dsdb          4.52   3.45  5.93  1.51  107.12   39.67    53.56    19.83    19.74     0.07    9.98   3.53   2.63^Dsdc          4.57  22.76  7.12  1.71  395.58  195.76   197.79    97.88    66.93     0.24   27.13   3.90   3.44^Dsdd          4.52  18.17  6.13  1.65  151.17  158.59    75.58    79.30    39.81     0.45   57.96   3.84   2.98^D^Davg-cpu:  %user   %nice    %sys %iowait   %idle^D          24.83    0.00    0.29    0.07   74.81^D^DDevice:    rrqm/s wrqm/s   r/s   w/s  rsec/s  wsec/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await  svctm  %util^Dsda          1.04   1.78 41.99  3.64 8706.75   45.10  4353.37    22.55   191.82     0.21    4.50   3.70  16.89^Dsdb          0.00   0.00  0.00  0.00    0.00    0.00     0.00   2008-12-29 03:08:48;513 INFO org.apache.hadoop.chukwa.inputtools.plugin.metrics.Exec: Linux 2.6.9-55.ELsmp (example1002)  12/29/08^D^DThe most probable reason is that disk buffer got paged out before it is written to disk.  Exec plugin can be configured to always flush on every output.  For hadoop logs; this need to be fine tuned.,Closed,Unresolved,HADOOP-5301,Ari Rabkin,Eric Yang,Thu; 15 Jan 2009 08:03:18 +0000,Mon; 13 Jul 2009 18:09:29 +0000,,,,,,,https://issues.apache.org/jira/browse/CHUKWA-6
HADOOP-5047,Bug,Major,contrib/hod,Hod should be modified to generate core-site.xml; mapred-site.xml and hdfs-site.xml,Hod is currently generating hadoop-site.xml but as per the modifications done in hadoop (ref: JIRA-4631); hod should also be modified to be in synch with this change. It should also generate core-site.xml; mapred-site.xml and hdfs-site.xml instead of hadoop-site.xml from 0.20.0 onwards.,Resolved,Won't Fix,,Peeyush Bishnoi,Suman Sehgal,Thu; 15 Jan 2009 08:25:38 +0000,Wed; 18 May 2011 22:03:37 +0000,Wed; 18 May 2011 22:03:37 +0000,,0.20.0,,,,https://issues.apache.org/jira/browse/HADOOP-5047
HADOOP-5048,Bug,Major,,Sometimes job is still displayed in jobqueue_details page for long time after job was killed.,"When I tried kill all running job; I noticed that were two jobs were listed on jobqueue_details.jsp page page as well as they were also listed under failed job on jobtracker.jsp page.When I checked status of each that was displayed ""killed"" and Cleanup task status as ""Successful""; but both jobs were also being on jobqueue_details.jsp page for longtime e.g up to 10 -15 mins after I restarted JobTracker.Before killing the jobs; status of both jobs was running and no task of from them was scheduled.I noticed this behavior on 3 different occasions. But is this random; not always reproducible.",Closed,Fixed,,Sreekanth Ramakrishnan,Karam Singh,Thu; 15 Jan 2009 08:49:11 +0000,Wed; 8 Jul 2009 16:40:29 +0000,Tue; 20 Jan 2009 19:21:36 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5048
MAPREDUCE-27,Bug,Major,,Jobs with 0 maps will never get removed from the default scheduler,Jobs' with 0 maps finish/succeed in the init phase i.e while the job is in the PREP state. EagerTaskInitializationListener removes the job after initing but JobQueueJobInProgressListener waits for a job-state change event to be raised and aonly then removes the job from the queue and hence the job will stay forever with the JobQueueJobInProgressListener. Looks like FairScheduler periodically scans the job list and removes completed jobs. CapacityScheduler has a concept of waiting jobs and scans waiting queue for completed jobs and purges them.,Resolved,Duplicate,MAPREDUCE-805,Amar Kamat,Amar Kamat,Thu; 15 Jan 2009 08:56:17 +0000,Thu; 20 Aug 2009 11:37:35 +0000,Wed; 19 Aug 2009 11:16:38 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-27
HADOOP-5050,Bug,Major,,TestDFSShell fails intermittently,"TestDFSShell.testFilePermissions fails intermittently with following assertion failure :Testcase: testFilePermissions took 0.299 sec	FAILEDexpected:...-... but was:...w...junit.framework.ComparisonFailure: expected:...-... but was:...w...	at org.apache.hadoop.hdfs.TestDFSShell.testChmod(TestDFSShell.java:781)	at org.apache.hadoop.hdfs.TestDFSShell.testFilePermissions(TestDFSShell.java:832)",Closed,Fixed,,Jakob Homan,Amareshwari Sriramadasu,Thu; 15 Jan 2009 10:19:57 +0000,Tue; 24 Aug 2010 20:35:00 +0000,Wed; 21 Jan 2009 21:36:46 +0000,,0.21.0,,,,https://issues.apache.org/jira/browse/HADOOP-5050
HADOOP-5051,Bug,Major,,hdfs throughput calculation is incorrect in chukwa database,The SQL statement to calculate hdfs throughput is incorrect.  The correct algorithm is to calculate metrics rate for individual datanode then sum up of all datanode's rate to get the total throughput for the cluster.,Resolved,Fixed,,Eric Yang,Eric Yang,Thu; 15 Jan 2009 17:57:47 +0000,Wed; 8 Jul 2009 16:40:45 +0000,Fri; 27 Feb 2009 18:34:53 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5051
HADOOP-5052,New Feature,Major,,Add an example for computing exact digits of Pi,It would be useful to add an example showing how to use Hadoop to do scientific computing.  We should add an example for computing exact digits of Pi.,Closed,Fixed,,Tsz Wo Nicholas Sze,Tsz Wo Nicholas Sze,Thu; 15 Jan 2009 17:59:07 +0000,Thu; 7 Jul 2016 23:01:43 +0000,Mon; 23 Feb 2009 02:52:29 +0000,,,,,MAPREDUCE-637,https://issues.apache.org/jira/browse/HADOOP-5052
HADOOP-5053,Bug,Major,,Collector does not shutdown properly,"Using ""ps ax"" to determine process status is more reliable than jps; and chukwa has changed to use ps ax as part of shutdown.  However; the shell script does not handle the case where there are blank space in front of pid number; though running ""jettyCollector.sh stop"" does not shutdown the collector process.",Closed,Duplicate,NULL,Eric Yang,Eric Yang,Thu; 15 Jan 2009 18:09:21 +0000,Wed; 8 Jul 2009 16:40:46 +0000,Fri; 16 Jan 2009 23:42:51 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5053
HADOOP-5054,Bug,Major,,Chukwa database partitions does not create/expire automatically,dbAdmin.sh should create database partitions base on time; but this is not working because the timestamp variable is not inside the loop for creating database partitions.  When the script is running; it would create partitions corresponding to the execution time once only.The database expiration script need to handle the case where partition number is invalid.,Resolved,Fixed,,Eric Yang,Eric Yang,Thu; 15 Jan 2009 18:22:49 +0000,Wed; 8 Jul 2009 16:40:46 +0000,Fri; 27 Feb 2009 19:54:47 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5054
HADOOP-5055,Bug,Major,,chukwa alert configuration should be loaded from CHUKWA_CONF_DIR,chukwa-daemon.sh is expecting alert.conf from CHUKWA_HOME/conf/alert.conf; but this should be changed toCHUKWA_CONF_DIR.  This change will satisfy the recent changes of chukwa config rpm.,Resolved,Fixed,,Eric Yang,Eric Yang,Thu; 15 Jan 2009 18:30:07 +0000,Wed; 8 Jul 2009 16:40:46 +0000,Fri; 6 Mar 2009 01:59:34 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5055
HADOOP-5056,Bug,Major,,chukwa init.d script can't run over pdsh ,On Redhat 5.1; the sudo script does not allow commands to be executed as another user over ssh.  This means chukwainit.d script can not be executed via pdsh.  The error message was: sudo: sorry; you must have a tty to run sudo,Closed,Invalid,,Eric Yang,Eric Yang,Thu; 15 Jan 2009 18:43:50 +0000,Wed; 8 Jul 2009 16:40:47 +0000,Fri; 16 Jan 2009 01:53:51 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5056
HADOOP-5057,Bug,Major,, Chukwa agent crash on startup with missing check point file,When check point file doesn't exist; the agent startup script crashes.,Resolved,Fixed,,Ari Rabkin,Eric Yang,Thu; 15 Jan 2009 18:46:49 +0000,Wed; 8 Jul 2009 16:40:47 +0000,Wed; 4 Mar 2009 20:27:40 +0000,,,,,,https://issues.apache.org/jira/browse/HADOOP-5057
CHUKWA-28,Improvement,Blocker,, Add late initialization to the chukwa log4j appender,With the current Chukwa log4j implementation; if you define a static log4j configuration the appender is initialized at creation time.This may cause some problems for example with Hadoop Audit log or Metrics context; if the log4j properties are statically defined then a userX running an hadoop command will trigger a permission denied exception since the appender will try to initialize itself and therefore try to create a file under userX ownership for each appender even if not data is going to be written to it.The goal is to delay this initialization until the first message is actually written to that log so this kind of issue could easily be avoided.,Resolved,Fixed,,Jerome Boulon,Jerome Boulon,Thu; 15 Jan 2009 19:12:02 +0000,Fri; 27 Mar 2009 22:40:27 +0000,Fri; 27 Mar 2009 22:40:27 +0000,,,,HADOOP-5042,,https://issues.apache.org/jira/browse/CHUKWA-28
HADOOP-5059,Bug,Major,util,'whoami'; 'topologyscript' calls failing with java.io.IOException: error=12; Cannot allocate memory,We've seen primary/secondary namenodes fail when calling whoami or topologyscripts.(Discussed as part of HADOOP-4998)Sample stack traces.Primary Namenode Secondary Namenode,Resolved,Fixed,,Unassigned,Koji Noguchi,Thu; 15 Jan 2009 19:36:04 +0000,Mon; 21 Jul 2014 18:08:30 +0000,Mon; 21 Jul 2014 18:08:30 +0000,,,,,HADOOP-4998,https://issues.apache.org/jira/browse/HADOOP-5059
CHUKWA-21,New Feature,Major,Data Processors,Create a generic aggregator for Chukwa,"Create a generic way to compute aggregation on top of chukwaRecords based on a config fileShould be able:	work on several Chukwa streams	To aggregate by time period	Group by values for specific keys	Provide a redefine list of functions (AVG;MIN;MAX;Counter-Rate conversion...)	work with new functions",Open,Unresolved,,Unassigned,Jerome Boulon,Thu; 15 Jan 2009 23:58:58 +0000,Tue; 22 Mar 2016 03:00:26 +0000,,,,,,,https://issues.apache.org/jira/browse/CHUKWA-21
HADOOP-5061,Improvement,Major,documentation,Update chinese documentation for default configuration,The chinese documentation needs to be updated as per HADOOP-4828,Resolved,Incomplete,,Unassigned,Sharad Agarwal,Fri; 16 Jan 2009 01:17:53 +0000,Mon; 21 Jul 2014 18:08:51 +0000,Mon; 21 Jul 2014 18:08:51 +0000,,,,HADOOP-4828,,https://issues.apache.org/jira/browse/HADOOP-5061
