,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
25,MAPREDUCE-33,MAPREDUCE-34,Not A Problem,Avoid using deprecated api's,Reduce step hangs while recovering a block from bad datanode,1,1,1
26,MAPREDUCE-34,MAPREDUCE-35,Not A Problem,Reduce step hangs while recovering a block from bad datanode,There can be more than 'mapred.jobtracker.completeuserjobs.maximum' jobs for a user in the jobtracker,1,1,1
27,MAPREDUCE-35,MAPREDUCE-36,Invalid,There can be more than 'mapred.jobtracker.completeuserjobs.maximum' jobs for a user in the jobtracker,LInks in http://jobtracker/machines.jsp are broken while running hadoop locally,1,1,1
28,MAPREDUCE-36,MAPREDUCE-37,Cannot Reproduce,LInks in http://jobtracker/machines.jsp are broken while running hadoop locally,MAP_OUTPUT_BYTES counter is not recorded in Job history log for Map only jobs,1,1,1
29,MAPREDUCE-37,MAPREDUCE-38,Not A Problem,MAP_OUTPUT_BYTES counter is not recorded in Job history log for Map only jobs,TaskCompletionEvents do not distinguish between FAILED and KILLED task-attempts,1,1,1
30,MAPREDUCE-38,MAPREDUCE-39,Not A Problem,TaskCompletionEvents do not distinguish between FAILED and KILLED task-attempts,Task tracker should wait for the process to exit before declaring the task successful or failed.,1,1,1
31,MAPREDUCE-39,MAPREDUCE-40,Invalid,Task tracker should wait for the process to exit before declaring the task successful or failed.,Memory management variables need a backwards compatibility option after HADOOP-5881,1,0,1
32,MAPREDUCE-40,MAPREDUCE-41,Fixed,Memory management variables need a backwards compatibility option after HADOOP-5881,Write unit tests to verify  the fix for HADOOP-5349,1,0,1
33,MAPREDUCE-41,MAPREDUCE-42,Won't Fix,Write unit tests to verify  the fix for HADOOP-5349,task trackers should not restart for having a late heartbeat,1,1,1
34,MAPREDUCE-43,MAPREDUCE-44,Invalid,Retired jobs are not present in the job list returned to the job-client.,Hang JobTracker; running out of memory,1,1,1
35,MAPREDUCE-44,MAPREDUCE-45,Not A Problem,Hang JobTracker; running out of memory,JobStatus should contain user name and carry forward start time when job is killed.,1,1,1
36,MAPREDUCE-45,MAPREDUCE-46,Cannot Reproduce,JobStatus should contain user name and carry forward start time when job is killed.,mapred/local/jobTracker is not cleanup correctly,1,1,1
37,MAPREDUCE-46,MAPREDUCE-47,Cannot Reproduce,mapred/local/jobTracker is not cleanup correctly,Tasklog servlet doesn't display any logs when logs are short,1,1,1
38,MAPREDUCE-48,MAPREDUCE-49,Not A Problem,Expired launching tasks affect small jobs' execution time,JobTracker UI shows Incorrect reporter progress.,1,1,1
39,MAPREDUCE-51,MAPREDUCE-52,Not A Problem,TestTaskLimits fails occassionally,KeyFieldBasedPartitioner would lost data if specifed field not exist; and it should encode free not only support utf8,1,1,1
40,MAPREDUCE-52,MAPREDUCE-53,Unresolved,KeyFieldBasedPartitioner would lost data if specifed field not exist; and it should encode free not only support utf8,JUnit tests should not create directories in the current directory,1,1,1
41,MAPREDUCE-53,MAPREDUCE-54,Not A Problem,JUnit tests should not create directories in the current directory,distcp failed due to problem in creating files,1,1,1
42,MAPREDUCE-54,MAPREDUCE-55,Not A Problem,distcp failed due to problem in creating files,Reduce task should stop shuffle-retrying in case of out-of-memory errors,1,1,1
43,MAPREDUCE-56,MAPREDUCE-58,Not A Problem,Client recovery from Job tracker restarts and connectivity failures,Duplicate metric name getTask,1,1,1
44,MAPREDUCE-58,MAPREDUCE-59,Not A Problem,Duplicate metric name getTask,'job -kill' from command line should inform if the job doesn't exist,1,1,1
45,MAPREDUCE-59,MAPREDUCE-60,Invalid,'job -kill' from command line should inform if the job doesn't exist,Nested class TaskTracker.TaskInProgress needs additional synchronization,1,1,1
46,MAPREDUCE-60,MAPREDUCE-61,Incomplete,Nested class TaskTracker.TaskInProgress needs additional synchronization,Counters value of  reduce input records do not match map output records,1,1,1
47,MAPREDUCE-61,MAPREDUCE-62,Not A Problem,Counters value of  reduce input records do not match map output records,job.xml should have high replication factor by default,1,1,1
48,MAPREDUCE-62,MAPREDUCE-63,Not A Problem,job.xml should have high replication factor by default,TaskTracker falls into an infinite loop.,1,1,1
49,MAPREDUCE-64,MAPREDUCE-65,Fixed,Map-side sort is hampered by io.sort.record.percent,TaskTrackers never (re)connect back to the JobTracker if the JobTracker node/machine is changed,0,1,1
50,MAPREDUCE-65,MAPREDUCE-66,Won't Fix,TaskTrackers never (re)connect back to the JobTracker if the JobTracker node/machine is changed,The local bytes read of Mapper tasks are too high than bytes written,1,1,1
51,MAPREDUCE-66,MAPREDUCE-67,Not A Problem,The local bytes read of Mapper tasks are too high than bytes written,Few tasks failed while creating the work directory for a job; when job tracker was restarted,1,1,1
52,MAPREDUCE-67,MAPREDUCE-68,Invalid,Few tasks failed while creating the work directory for a job; when job tracker was restarted,Hadoop reduce scheduler sometimes leaves machines idle,1,1,1
53,MAPREDUCE-68,MAPREDUCE-69,Not A Problem,Hadoop reduce scheduler sometimes leaves machines idle,NPE in TaskTracker RenitTrackerAction ,1,1,1
54,MAPREDUCE-69,MAPREDUCE-70,Cannot Reproduce,NPE in TaskTracker RenitTrackerAction ,Unify  the way job history filename is parsed,1,1,1
55,MAPREDUCE-70,MAPREDUCE-71,Fixed,Unify  the way job history filename is parsed,JobClient can be constructed without initializing object state,1,1,1
56,MAPREDUCE-71,MAPREDUCE-72,Not A Problem,JobClient can be constructed without initializing object state,Move handling of Task debugging out of TaskTracker,1,1,1
57,MAPREDUCE-72,MAPREDUCE-73,Invalid,Move handling of Task debugging out of TaskTracker,Deadlock in JobTracker initJobs,1,0,1
58,MAPREDUCE-74,MAPREDUCE-75,Not A Problem,JobClient hangs when getting map-task reports,Job history log does not output final counters if job is failed or killed,1,1,1
59,MAPREDUCE-75,MAPREDUCE-76,Cannot Reproduce,Job history log does not output final counters if job is failed or killed,JobControl should handle exceptions,1,1,1
60,MAPREDUCE-76,MAPREDUCE-77,Not A Problem,JobControl should handle exceptions,JobConf is deprecated but Job does not support a constructor for Configuration,1,0,1
61,MAPREDUCE-77,MAPREDUCE-78,Invalid,JobConf is deprecated but Job does not support a constructor for Configuration,tasks should not run on nodes where they were previously lost,1,0,1
62,MAPREDUCE-78,MAPREDUCE-79,Fixed,tasks should not run on nodes where they were previously lost,Ignored IOExceptions from MapOutputLocation.java:getFile lead to hung reduces,1,1,1
63,MAPREDUCE-79,MAPREDUCE-80,Unresolved,Ignored IOExceptions from MapOutputLocation.java:getFile lead to hung reduces,Counter formatting for the user logs should be pulled out of the public Counters API,1,1,1
64,MAPREDUCE-80,MAPREDUCE-81,Not A Problem,Counter formatting for the user logs should be pulled out of the public Counters API,missing userlogs,1,1,1
65,MAPREDUCE-82,MAPREDUCE-83,Incomplete,Revert the temporary change made to collection of Job's metrics done by HADOOP-3521,Job completion delayed,1,1,1
66,MAPREDUCE-84,MAPREDUCE-85,Not A Problem,JobClient waitForCompletion() method sometimes throws an NPE,Setting lastProgressReport time in TIP's constructor causes TT to wrongly kill tasks.,1,1,1
67,MAPREDUCE-85,MAPREDUCE-86,Cannot Reproduce,Setting lastProgressReport time in TIP's constructor causes TT to wrongly kill tasks.,Custom FileSystem class not found during child process initialization,1,1,1
68,MAPREDUCE-86,MAPREDUCE-87,Not A Problem,Custom FileSystem class not found during child process initialization,exporting pid doesn't work if the user's shell is not bash,1,1,1
69,MAPREDUCE-87,MAPREDUCE-88,Invalid,exporting pid doesn't work if the user's shell is not bash,Illegal state exception in printTaskLog -> sendError,1,1,1
70,MAPREDUCE-88,MAPREDUCE-90,Cannot Reproduce,Illegal state exception in printTaskLog -> sendError,incrementing counters should not be used for triggering record skipping,1,1,1
71,MAPREDUCE-90,MAPREDUCE-91,Won't Fix,incrementing counters should not be used for triggering record skipping,task attempt failing to report status just after the intialization,0,1,1
72,MAPREDUCE-91,MAPREDUCE-92,Incomplete,task attempt failing to report status just after the intialization,Reduce task stuck at 95.71% for a long time and the speculative execution does not kick in,0,1,1
73,MAPREDUCE-93,MAPREDUCE-94,Unresolved,Job Tracker should prefer input-splits from overloaded racks,Speculative execution does not work properly,1,1,1
74,MAPREDUCE-96,MAPREDUCE-97,Cannot Reproduce,mapper failed due to exceptions,Increase map/reduce child tasks' heapsize from current default of 200M to 512M,1,1,1
75,MAPREDUCE-97,MAPREDUCE-98,Invalid,Increase map/reduce child tasks' heapsize from current default of 200M to 512M,NullPointerException when retrieving task reports,1,1,1
76,MAPREDUCE-98,MAPREDUCE-99,Cannot Reproduce,NullPointerException when retrieving task reports,Reducers throw oom exceptions during fetching map outputs,1,1,1
77,MAPREDUCE-99,MAPREDUCE-100,Cannot Reproduce,Reducers throw oom exceptions during fetching map outputs,Sporadic TestEmptyJobWithDFS failure due to NPE is JobTracker.submitJob(),1,1,1
78,MAPREDUCE-100,MAPREDUCE-101,Not A Problem,Sporadic TestEmptyJobWithDFS failure due to NPE is JobTracker.submitJob(),Deserialize interface to support mechanism for supporting progress method in RecordReader,1,1,1
79,MAPREDUCE-101,MAPREDUCE-102,Unresolved,Deserialize interface to support mechanism for supporting progress method in RecordReader,NPE in tracker expiry thread.,1,1,1
80,MAPREDUCE-102,MAPREDUCE-103,Not A Problem,NPE in tracker expiry thread.,The TaskTracker's shell environment should not be passed to the children.,0,1,1
81,MAPREDUCE-103,MAPREDUCE-104,Fixed,The TaskTracker's shell environment should not be passed to the children.,Not able to refresh file cache,0,1,1
82,MAPREDUCE-104,MAPREDUCE-105,Cannot Reproduce,Not able to refresh file cache,Handling of mapred.task.profile.params is hprof specific,1,1,1
83,MAPREDUCE-106,MAPREDUCE-107,Incomplete,The temporary disk space limits should not skip jobs,Tasks fail due to lost mapout,1,1,1
84,MAPREDUCE-107,MAPREDUCE-108,Fixed,Tasks fail due to lost mapout,Blacklisted hosts may not be able to serve map outputs,1,1,1
85,MAPREDUCE-108,MAPREDUCE-110,Incomplete,Blacklisted hosts may not be able to serve map outputs,Unit tests for LinuxTaskController binary,1,1,1
86,HADOOP-7542,MAPREDUCE-110,Won't Fix,Change XML format to 1.1 to add support for serializing additional characters,Unit tests for LinuxTaskController binary,0,1,1
87,MAPREDUCE-111,MAPREDUCE-112,Not A Problem,JobTracker.getSystemDir throws NPE if it is called during intialization,Reduce Input Records and Reduce Output Records counters are not being set when using the new Mapreduce reducer API,0,0,1
88,MAPREDUCE-112,MAPREDUCE-113,Fixed,Reduce Input Records and Reduce Output Records counters are not being set when using the new Mapreduce reducer API,[mapred] Job submission to an invalid queue should fail.,1,0,1
89,MAPREDUCE-113,MAPREDUCE-114,Not A Problem,[mapred] Job submission to an invalid queue should fail.,All reducer tasks are finished; while some mapper tasks are still running,1,1,1
90,MAPREDUCE-115,MAPREDUCE-116,Cannot Reproduce,Map tasks are receiving FileNotFound Exceptions for spill files on a regular basis and are getting killed,Have a test to verify that descendent processes of tasks that ignore SIGTERM are eventually cleaned up by a SIGKILL,1,1,1
91,MAPREDUCE-116,MAPREDUCE-117,Won't Fix,Have a test to verify that descendent processes of tasks that ignore SIGTERM are eventually cleaned up by a SIGKILL,ReduceCopier sleeps for a hardcoded interval of 5secs,1,1,1
92,MAPREDUCE-117,MAPREDUCE-118,Unresolved,ReduceCopier sleeps for a hardcoded interval of 5secs,Job.getJobID() will always return null,0,0,1
93,MAPREDUCE-118,MAPREDUCE-119,Fixed,Job.getJobID() will always return null,JobTracker and TaskTracker enter infinite loop when TaskTracker reports bad taskid,0,0,1
94,MAPREDUCE-119,MAPREDUCE-120,Cannot Reproduce,JobTracker and TaskTracker enter infinite loop when TaskTracker reports bad taskid,Reducer sort failed due to wrong key class,1,1,1
95,MAPREDUCE-120,MAPREDUCE-121,Unresolved,Reducer sort failed due to wrong key class,DistributedCache parses Paths with sheme or port components incorrectly,0,1,1
96,MAPREDUCE-121,MAPREDUCE-122,Unresolved,DistributedCache parses Paths with sheme or port components incorrectly,JobTracker.addNewTracker() unnecessarily resolves already resolved nodes,0,1,1
97,MAPREDUCE-122,MAPREDUCE-123,Incomplete,JobTracker.addNewTracker() unnecessarily resolves already resolved nodes,HistoryViewer usage string is misleading.,1,1,1
98,MAPREDUCE-123,MAPREDUCE-124,Implemented,HistoryViewer usage string is misleading.,When abortTask of OutputCommitter fails with an Exception for a map-only job; the task is marked as success,1,1,1
99,MAPREDUCE-124,MAPREDUCE-125,Fixed,When abortTask of OutputCommitter fails with an Exception for a map-only job; the task is marked as success,JobTracker might wrongly log a tip as failed,1,1,1
100,MAPREDUCE-125,MAPREDUCE-126,Incomplete,JobTracker might wrongly log a tip as failed,Job history analysis showing wrong job runtime,1,1,1
101,MAPREDUCE-126,MAPREDUCE-127,Incomplete,Job history analysis showing wrong job runtime,Task trackers don't register with the job tracker until after they clean out their working directory,1,1,1
102,MAPREDUCE-127,MAPREDUCE-128,Invalid,Task trackers don't register with the job tracker until after they clean out their working directory,JobTracker Startup failed with java.net.BindException,1,1,1
103,MAPREDUCE-128,MAPREDUCE-129,Unresolved,JobTracker Startup failed with java.net.BindException,job_null_0001 in jobid,1,1,1
104,MAPREDUCE-129,MAPREDUCE-130,Fixed,job_null_0001 in jobid,Delete the jobconf copy from the log directory of the JobTracker when the job is retired,1,1,1
105,MAPREDUCE-130,MAPREDUCE-131,Fixed,Delete the jobconf copy from the log directory of the JobTracker when the job is retired,After HADOOP-5420; tasks hang when the taskcontroller.cfg has multiple entries for mapred.local.dir,1,1,1
106,MAPREDUCE-132,MAPREDUCE-133,Incomplete,getSetupAndCleanupTasks should return multiple tasks in a heartbeat,Getting errors in reading the output files of a map/reduce job immediately after the job is complete,0,1,1
107,MAPREDUCE-133,MAPREDUCE-134,Cannot Reproduce,Getting errors in reading the output files of a map/reduce job immediately after the job is complete,TaskTracker startup fails if any mapred.local.dir entries don't exist,1,1,1
108,MAPREDUCE-135,MAPREDUCE-136,Incomplete,speculative task failure can kill jobs,Incorrect DBInputFormat transaction context,1,1,1
109,MAPREDUCE-136,MAPREDUCE-137,Unresolved,Incorrect DBInputFormat transaction context,org.apache.hadoop.mapred.TestJobDirCleanup.testJobDirCleanup timesout occasionally ,0,1,1
110,MAPREDUCE-138,MAPREDUCE-139,Won't Fix,Rework job-setup and job-cleanup tasks,JobTracker crashes Sun JVM,1,1,1
111,MAPREDUCE-139,MAPREDUCE-140,Cannot Reproduce,JobTracker crashes Sun JVM,TaskMemoryManager not enforcing memory limits in the presence of rogue tasks,1,1,1
112,MAPREDUCE-142,MAPREDUCE-143,Cannot Reproduce,Race condition in DistributedCache,OOM in the TaskTracker while serving map outputs,1,1,1
113,MAPREDUCE-143,MAPREDUCE-144,Incomplete,OOM in the TaskTracker while serving map outputs,TaskMemoryManager should log process-tree's status while killing tasks.,0,1,1
114,MAPREDUCE-144,MAPREDUCE-145,Fixed,TaskMemoryManager should log process-tree's status while killing tasks.,DiskChecker$DiskErrorException when 'reduce > reduce',0,1,1
115,MAPREDUCE-145,MAPREDUCE-146,Cannot Reproduce,DiskChecker$DiskErrorException when 'reduce > reduce',Stale job files in mapred system directory,1,1,1
116,MAPREDUCE-146,MAPREDUCE-147,Not A Problem,Stale job files in mapred system directory,server can't set username in JobClient.submitJob for jobs submitted on behalf of other users,1,1,1
117,MAPREDUCE-147,MAPREDUCE-148,Won't Fix,server can't set username in JobClient.submitJob for jobs submitted on behalf of other users,A successful tip can fail unnecessarily,1,1,1
118,MAPREDUCE-148,MAPREDUCE-149,Incomplete,A successful tip can fail unnecessarily,Class JobControl needs to be rewritten for safe concurrency,1,1,1
119,MAPREDUCE-149,MAPREDUCE-150,Incomplete,Class JobControl needs to be rewritten for safe concurrency,speculative reduce should touch output files only through OutputFormat,1,1,1
120,MAPREDUCE-150,MAPREDUCE-151,Unresolved,speculative reduce should touch output files only through OutputFormat,JobClient doesn't wait for all task completion events before exiting,1,1,1
121,MAPREDUCE-151,MAPREDUCE-152,Incomplete,JobClient doesn't wait for all task completion events before exiting,getMapOutput() keeps failing too many times before the tasktracker fails,1,1,1
122,MAPREDUCE-152,MAPREDUCE-153,Incomplete,getMapOutput() keeps failing too many times before the tasktracker fails,TestJobInProgressListener sometimes timesout,1,1,1
123,MAPREDUCE-154,MAPREDUCE-155,Cannot Reproduce,Mapper runs out of memory,Each task tracker should not execute more than one speculative task,1,1,1
124,MAPREDUCE-155,MAPREDUCE-156,Incomplete,Each task tracker should not execute more than one speculative task,ProcessTree.destroy() is sleeping for 5 seconds holding the task slot,1,1,1
125,MAPREDUCE-156,MAPREDUCE-157,Won't Fix,ProcessTree.destroy() is sleeping for 5 seconds holding the task slot,Job History log file format is not friendly for external tools.,1,1,1
126,MAPREDUCE-157,MAPREDUCE-158,Fixed,Job History log file format is not friendly for external tools.,mapred.userlog.retain.hours killing long running tasks,0,1,1
127,MAPREDUCE-159,MAPREDUCE-160,Unresolved,Reduce the number of progress calls in the merge code,Final map task gets stuck,1,0,1
128,MAPREDUCE-160,MAPREDUCE-161,Not A Problem,Final map task gets stuck,Tasks are not scheduled even though task trackers have extra slots,1,0,1
129,MAPREDUCE-161,MAPREDUCE-162,Incomplete,Tasks are not scheduled even though task trackers have extra slots,[mapred] Change TaskMemoryManager to use JvmIDs instead of TaskIDs for memory-tracking.,1,1,1
130,MAPREDUCE-162,MAPREDUCE-163,Won't Fix,[mapred] Change TaskMemoryManager to use JvmIDs instead of TaskIDs for memory-tracking.,TaskTracker's Jetty throws SocketException followed by IllegalStateException,1,1,1
131,MAPREDUCE-164,MAPREDUCE-165,Unresolved,JobHistory should also support searching with special characters,"the map task output servlet doesn't protect against "".."" attacks",1,1,1
132,MAPREDUCE-165,MAPREDUCE-166,Unresolved,"the map task output servlet doesn't protect against "".."" attacks",Remove distcp from hadoop core libraries; and publish documentation,1,0,1
133,MAPREDUCE-166,MAPREDUCE-167,Won't Fix,Remove distcp from hadoop core libraries; and publish documentation,SAXParseException causes test to run forever,1,0,1
134,MAPREDUCE-167,MAPREDUCE-168,Incomplete,SAXParseException causes test to run forever,mapred job -list all should display the code for Killed also.,1,1,1
135,MAPREDUCE-168,MAPREDUCE-169,Unresolved,mapred job -list all should display the code for Killed also.,JobHistory should log everything when a job fails or gets killed.,1,1,1
136,MAPREDUCE-169,MAPREDUCE-170,Fixed,JobHistory should log everything when a job fails or gets killed.,JobTracker doesn't need to download job's jar file onto its local filesystem.,1,1,1
137,MAPREDUCE-170,MAPREDUCE-171,Fixed,JobTracker doesn't need to download job's jar file onto its local filesystem.,TestJobTrackerRestartWithLostTracker sometimes fails while validating history.,0,1,1
138,MAPREDUCE-171,MAPREDUCE-172,Fixed,TestJobTrackerRestartWithLostTracker sometimes fails while validating history.,Reducers stuck in 'sort',0,1,1
139,MAPREDUCE-172,MAPREDUCE-173,Fixed,Reducers stuck in 'sort',JobConf should also load resources from hdfs (or other filesystems),1,1,1
140,MAPREDUCE-173,MAPREDUCE-174,Fixed,JobConf should also load resources from hdfs (or other filesystems),JobTracker.close() gets stuck occasionally,1,1,1
141,MAPREDUCE-174,MAPREDUCE-175,Incomplete,JobTracker.close() gets stuck occasionally,Sometimes; Reduce tasks hang    State is unassigned,1,1,1
142,MAPREDUCE-175,MAPREDUCE-176,Incomplete,Sometimes; Reduce tasks hang    State is unassigned,listing of an output directory shortly after job completion fails,1,1,1
143,MAPREDUCE-176,MAPREDUCE-177,Unresolved,listing of an output directory shortly after job completion fails,Hadoop performance degrades significantly as more and more jobs complete,1,1,1
144,MAPREDUCE-177,MAPREDUCE-178,Won't Fix,Hadoop performance degrades significantly as more and more jobs complete,Inconsistency in handling lost trackers upon jobtracker restart,1,1,1
145,MAPREDUCE-178,MAPREDUCE-179,Invalid,Inconsistency in handling lost trackers upon jobtracker restart,setProgress not called for new RecordReaders,1,0,1
146,MAPREDUCE-179,MAPREDUCE-180,Fixed,setProgress not called for new RecordReaders,task tracker cannot find mapoutput files,1,0,1
147,MAPREDUCE-180,MAPREDUCE-181,Not A Problem,task tracker cannot find mapoutput files,Secure job submission ,1,1,1
148,MAPREDUCE-181,MAPREDUCE-182,Fixed,Secure job submission ,Text class constructor and setCopacity method,1,1,1
149,MAPREDUCE-182,MAPREDUCE-183,Unresolved,Text class constructor and setCopacity method,The description for some of the configuration entries in the default xml files are outdated and needs to be updated,1,1,1
150,MAPREDUCE-183,MAPREDUCE-184,Fixed,The description for some of the configuration entries in the default xml files are outdated and needs to be updated,Submitted jobs on jobtracker.jsp,1,1,1
151,MAPREDUCE-185,MAPREDUCE-186,Invalid,Checksum error during sorting in reducer,TaskLogServlet returns 410 when trying to access log early in task life,1,1,1
152,MAPREDUCE-186,MAPREDUCE-187,Incomplete,TaskLogServlet returns 410 when trying to access log early in task life,Generalize mapred.child.ulimit so as to help setting up other limits.,1,1,1
153,MAPREDUCE-187,MAPREDUCE-188,Won't Fix,Generalize mapred.child.ulimit so as to help setting up other limits.,Web UI JSP: need to HTML-Escape log file contents,1,1,1
154,MAPREDUCE-188,MAPREDUCE-189,Not A Problem,Web UI JSP: need to HTML-Escape log file contents,Change Map-Reduce framework to use JAAS instead of UGI,1,1,1
155,MAPREDUCE-189,MAPREDUCE-190,Incomplete,Change Map-Reduce framework to use JAAS instead of UGI,MultipleOutputs should use newer Hadoop serialization interface since 0.19,1,1,1
156,MAPREDUCE-190,MAPREDUCE-191,Incomplete,MultipleOutputs should use newer Hadoop serialization interface since 0.19,Mapper fail rate increases significantly as the number of reduces increase,1,1,1
157,MAPREDUCE-191,MAPREDUCE-192,Cannot Reproduce,Mapper fail rate increases significantly as the number of reduces increase,In TaskTracker; the notification for waking up the completion-events fetcher thread may be lost,1,1,1
158,MAPREDUCE-192,MAPREDUCE-193,Incomplete,In TaskTracker; the notification for waking up the completion-events fetcher thread may be lost,NPEs in JobClient when mapred.jobtracker.completeuserjobs.maximum is set to zero.,1,1,1
159,MAPREDUCE-193,MAPREDUCE-194,Incomplete,NPEs in JobClient when mapred.jobtracker.completeuserjobs.maximum is set to zero.,Split Information errors when input data volumn is trivial,1,1,1
160,MAPREDUCE-194,MAPREDUCE-195,Fixed,Split Information errors when input data volumn is trivial,Distinguish between 'failed' and 'killed' tips,1,1,1
161,MAPREDUCE-195,MAPREDUCE-196,Unresolved,Distinguish between 'failed' and 'killed' tips,Create enum for the TaskTypes (Map; Reduce; JobSetup; JobCleanup; TaskCleanup),1,1,1
162,MAPREDUCE-196,MAPREDUCE-197,Fixed,Create enum for the TaskTypes (Map; Reduce; JobSetup; JobCleanup; TaskCleanup),add new options to mapred job -list-attempt-ids to dump counters and diagnostic messages,1,1,1
163,MAPREDUCE-197,MAPREDUCE-198,Unresolved,add new options to mapred job -list-attempt-ids to dump counters and diagnostic messages,Log job history events to a common dump file,1,1,1
164,MAPREDUCE-198,MAPREDUCE-199,Won't Fix,Log job history events to a common dump file,Locality hints for Reduce,0,1,1
165,MAPREDUCE-199,MAPREDUCE-200,Unresolved,Locality hints for Reduce,mapred.map.tasks and mapred.reduce.tasks should be determined automatically by default,0,1,1
166,MAPREDUCE-200,MAPREDUCE-201,Unresolved,mapred.map.tasks and mapred.reduce.tasks should be determined automatically by default,Map directly to HDFS or reduce(),1,1,1
167,MAPREDUCE-201,MAPREDUCE-202,Not A Problem,Map directly to HDFS or reduce(),should dump stacks before timing out task,1,1,1
168,MAPREDUCE-203,MAPREDUCE-204,Unresolved,counters: want rates and averages; and phase-level sums,ability to configure gap/lag parameters for speculative execution for maps/reduces,1,1,1
169,MAPREDUCE-204,MAPREDUCE-205,Unresolved,ability to configure gap/lag parameters for speculative execution for maps/reduces,"Add ability to send ""signals"" to jobs and tasks",1,1,1
