,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
87,MAPREDUCE-1595,MAPREDUCE-1609,Duplicate,LinuxTaskController is too strict on the initial ownership of files/dir.,TaskTracker.localizeJob should not set permissions on job log directory recursively,0,1,1
88,MAPREDUCE-1597,MAPREDUCE-1649,Fixed,combinefileinputformat does not work with non-splittable files,Compressed files with TextInputFormat does not work with CombineFileInputFormat,1,1,1
89,MAPREDUCE-1614,MAPREDUCE-1832,Duplicate,TestDFSIO should allow to configure output directory,Support for file sizes less than 1MB in DFSIO benchmark.,1,1,1
90,MAPREDUCE-1641,MAPREDUCE-1709,Fixed,Job submission should fail if same uri is added for mapred.cache.files and mapred.cache.archives,mapred.cache.archives is not creating links for long path names,0,1,1
91,MAPREDUCE-1652,MAPREDUCE-2041,Duplicate,Tasks need to emit a better error message when job-acls.xml file cannot be created,TaskRunner logDir race condition leads to crash on job-acl.xml creation,0,1,1
92,MAPREDUCE-1658,MAPREDUCE-2153,Duplicate,[Rumen] Extract some job configurations.,Bring in more job configuration properties in to the trace file,1,1,1
93,MAPREDUCE-1678,MAPREDUCE-2400,Duplicate,Change org.apache.hadoop.mapreduce.Cluster methods to allow for extending,Remove Cluster's dependency on JobTracker,0,0,1
94,MAPREDUCE-1688,MAPREDUCE-3028,Duplicate,A failing retry'able notification in JobEndNotifier can affect notifications of other jobs.,Support job end notification in .next /0.23,0,0,1
95,MAPREDUCE-1703,MAPREDUCE-1707,Duplicate,TaskRunner would crash in finally block if taskDistributedCacheManager is null,TaskRunner can get NPE in getting ugi from TaskTracker,1,1,1
96,MAPREDUCE-1712,MAPREDUCE-1752,Duplicate,HAR sequence files throw errors in MR jobs,Implement getFileBlockLocations in HarFilesystem,1,1,1
97,MAPREDUCE-1737,MAPREDUCE-2120,Duplicate,Refactoring of TestGridmixSubmission .,TestGridmixSubmission consumes a lot of time.,0,1,1
98,MAPREDUCE-1744,MAPREDUCE-1862,Fixed,DistributedCache creates its own FileSytem instance when adding a file/archive to the path,Distributed Cache doesn't accept paths from non-default filesystems,1,1,1
99,MAPREDUCE-1806,MAPREDUCE-2704,Fixed,CombineFileInputFormat does not work with paths not on default FS,CombineFileInputFormat only works when paths are on the default filesystem,0,1,1
100,MAPREDUCE-1830,MAPREDUCE-1870,Duplicate,Ivy2.0 has bugs: let's upgrate to 2.1.0,Harmonize MapReduce JAR library versions with Common and HDFS,1,0,1
101,MAPREDUCE-1833,MAPREDUCE-1936,Duplicate,[gridmix3] limit the maximum task duration in sleep job.,[gridmix3] Make Gridmix3 more customizable.,1,1,1
102,MAPREDUCE-1972,MAPREDUCE-2238,Duplicate,TestUserLogCleanup test cant clean up the toBeDeleted,Undeletable build directories ,0,0,1
103,MAPREDUCE-1976,MAPREDUCE-3349,Duplicate,Inconsistency in logging hostnames to JobHistory,No rack-name logged in JobHistory for unsuccessful tasks,0,0,1
104,MAPREDUCE-1986,MAPREDUCE-2463,Duplicate,History files fail to move to DONE folder when hadoop.job.history.location is configured to a HDFS path,Job History files are not moving to done folder when job history location is hdfs location,1,1,1
105,MAPREDUCE-2021,MAPREDUCE-4593,Fixed,CombineFileInputFormat returns duplicate  hostnames in split locations,CombineFileInputFormat must ensure it doesn't dupe locations in its InputSplit objects,1,0,1
106,MAPREDUCE-2026,MAPREDUCE-2114,Fixed,JobTracker.getJobCounters() should not hold JobTracker lock while calling JobInProgress.getCounters(),user finer grained locks in JT getCounters implementation,0,1,1
107,MAPREDUCE-2076,MAPREDUCE-3678,Duplicate,Showing inputsplit filename/offset inside the webui or tasklog,The Map tasks logs should have the value of input split it processed,0,0,1
108,MAPREDUCE-2151,MAPREDUCE-2153,Duplicate,[rumen] Add a map of jobconf key-value pairs in LoggedJob,Bring in more job configuration properties in to the trace file,1,1,1
109,YARN-349,MAPREDUCE-1438,Unresolved,Send out last-minute load averages in TaskTrackerStatus,Include one minute load average information in TaskTrackerStatus.ResourceStatus,0,0,1
110,MAPREDUCE-2191,MAPREDUCE-2193,Duplicate,Findbugs reports 13 warnings on trunk,13 Findbugs warnings on trunk and branch-0.22,0,0,1
111,MAPREDUCE-2204,MAPREDUCE-2517,Duplicate,Implement gridmix system tests with different time intervals of  high ram job traces.,Porting Gridmix v3 system tests into trunk branch.,1,1,1
112,MAPREDUCE-2233,MAPREDUCE-2244,Duplicate,LinuxTaskController throws NPE when task fails to start,TestKillSubProcessesWithLinuxTaskController failing on trunk,0,1,1
113,MAPREDUCE-2237,MAPREDUCE-2464,Not A Problem,Lost heartbeat response containing MapTask throws NPE when it is resent,NullPointerException is coming in the job tracker when job tracker resends the previous heartbeat response.,1,1,1
114,MAPREDUCE-2264,MAPREDUCE-3267,Fixed,Job status exceeds 100% in some cases ,MR2 reduce tasks showing >100% complete,0,1,1
115,MAPREDUCE-2308,MAPREDUCE-5705,Unresolved,Sort buffer size (io.sort.mb) is limited to < 2 GB,mapreduce.task.io.sort.mb hardcoded cap at 2047,1,0,1
116,MAPREDUCE-2343,MAPREDUCE-2380,Unresolved, repeated replace() function calls damage the performance,Multiple replace function call can be replaced with a single for loop to improve performance ,1,1,1
117,MAPREDUCE-2350,MAPREDUCE-3563,Duplicate,"LocalJobRunner uses ""mapred.output.committer.class"" configuration property to retrieve the OutputCommitter (regardless of whether the old API is used or the new API)",LocalJobRunner doesn't handle Jobs using o.a.h.mapreduce.OutputCommitter,0,1,1
118,MAPREDUCE-2363,MAPREDUCE-2411,Duplicate,Bad error messages for queues without acls,When you submit a job to a queue with no ACLs you get an inscrutible NPE,0,0,1
119,MAPREDUCE-2386,MAPREDUCE-2530,Unresolved,TT jetty server stuck in tight loop around epoll_wait, TaskTracker jetty stuck in a tight loop,1,1,1
120,MAPREDUCE-2386,MAPREDUCE-5949,Unresolved,TT jetty server stuck in tight loop around epoll_wait,Tasktracker's java threads hunging,0,1,1
121,MAPREDUCE-2446,MAPREDUCE-2841,Duplicate,HCE 2.0,Task level native optimization,0,1,1
122,MAPREDUCE-2557,MAPREDUCE-6199,Duplicate,Counters don't reset state when readFields() called,AbstractCounters are not reset completely on deserialization,1,0,1
123,MAPREDUCE-2572,MAPREDUCE-2969,Duplicate,Throttle the deletion of data from the distributed cache,Make the NodeManager delete unused distributed-cache entires by LRU policy,0,0,1
124,MAPREDUCE-2584,MAPREDUCE-5728,Not A Problem,Check for serializers early; and give out more information regarding missing serializers,Check NPE for serializer/deserializer in MapTask,0,0,1
125,MAPREDUCE-2586,MAPREDUCE-2588,Duplicate,mapreduce/contrib/raid not compile due to hdfs changes.,Raid is not compile after DataTransferProtocol refactoring,1,0,1
126,MAPREDUCE-2600,MAPREDUCE-3367,Unresolved,MR-279: simplify the jars ,Consolidate MRv2 maven modules,0,1,1
127,MAPREDUCE-2658,MAPREDUCE-3004,Duplicate,Problem running full map & reduce jobs on mrv2,sort example fails in shuffle/reduce stage as it assumes a local job by default ,1,0,1
128,MAPREDUCE-2676,MAPREDUCE-2982,Fixed,MR-279: JobHistory Job page needs reformatted,App/Tasks progress is showing as 0% in UI even if successfully completed,0,1,1
129,MAPREDUCE-2686,MAPREDUCE-2925,Duplicate,NPE while requesting info for a non-existing job,job -status <JOB_ID> is giving continuously info message for completed jobs on the console,1,0,1
130,MAPREDUCE-2693,MAPREDUCE-3234,Fixed,NPE in AM causes it to lose containers which are never returned back to RM,Locality scheduling broken due to mismatch between IPs and hosts,1,0,1
131,MAPREDUCE-2699,MAPREDUCE-2995,Duplicate,AM crashing because of invalid TA_CONTAINER_COMPLETED event,MR AM crashes when a container-launch hangs on a faulty NM,1,0,1
132,MAPREDUCE-2713,MAPREDUCE-4326,Duplicate,Recovery of ResourceManager,,0,0,1
133,MAPREDUCE-2717,MAPREDUCE-3065,Duplicate,Client should be able to know why an AM crashed.,ApplicationMaster killed by NodeManager due to excessive virtual memory consumption,0,0,1
134,MAPREDUCE-2742,MAPREDUCE-3940,Duplicate,[MR-279] [Security] All tokens in YARN + MR should have an expiry interval ,ContainerTokens should have an expiry interval,1,0,1
135,YARN-51,MAPREDUCE-3256,Duplicate,[MR-279] [Security] AM should not be able to abuse container tokens for repetitive container launches,Authorization checks needed for AM->NM protocol,0,1,1
136,MAPREDUCE-2748,MAPREDUCE-3068,Duplicate,[MR-279] NM should pass a whitelisted environmental variables to the container ,Should set MALLOC_ARENA_MAX for all YARN daemons and AMs/Containers,0,0,1
137,MAPREDUCE-2750,MAPREDUCE-2986,Duplicate,[MR-279] NodeManager should start its servers on ephemeral ports ,Multiple node managers support for the MiniYARNCluster,0,0,1
138,MAPREDUCE-2754,MAPREDUCE-2755,Fixed,MR-279: AM logs are incorrectly going to stderr and error messages going incorrectly to stdout,MR-279: AM writes logs to stderr,1,1,1
139,MAPREDUCE-2775,MAPREDUCE-3874,Fixed,[MR-279] Decommissioned node does not shutdown,Decommission nodes link is not working,0,0,1
140,MAPREDUCE-2801,MAPREDUCE-2880,Duplicate,Include the native libs in java.library.path ,Fix classpath construction for MRv2,1,1,1
141,MAPREDUCE-2815,MAPREDUCE-5438,Fixed,JavaDoc does not generate correctly for MultithreadedMapRunner,JavaDoc generates partially for MultithreadedMapRunner,1,1,1
142,MAPREDUCE-2849,MAPREDUCE-2890,Duplicate,Add javadoc and site documentation for MRv2,Documentation for MRv2,0,0,1
143,MAPREDUCE-2871,MAPREDUCE-2890,Duplicate,Docs updates for MR2,Documentation for MRv2,1,0,1
144,MAPREDUCE-2875,MAPREDUCE-3031,Duplicate,NM does not communicate Container crash to RM,Job Client goes into infinite loop when we kill AM,0,0,1
145,MAPREDUCE-2892,MAPREDUCE-3098,Duplicate,Improvements to AM apis,Report Application status as well as ApplicationMaster status in GetApplicationReportResponse ,0,1,1
146,MAPREDUCE-2923,MAPREDUCE-3144,Duplicate,Add a new record to JobHistory to record start time of each instance of AM,Augment JobHistory to include information needed for serving aggregated logs.,0,0,1
147,MAPREDUCE-2927,MAPREDUCE-2996,Duplicate,CompletedJob.isUber throws a Yarn exception which makes the JobHistory UI unusable.,Log uberized information into JobHistory and use the same via CompletedJob,0,0,1
148,MAPREDUCE-2941,MAPREDUCE-2953,Duplicate,In secure mode RM WebUI shows wrong user for application,JobClient fails due to a race in RM; removes staged files and in turn crashes MR AM,1,0,1
149,MAPREDUCE-2955,MAPREDUCE-4118,Unresolved,Port MR1 tests to MR2,Update tests to not use MiniMRCluster Internally; and filter out duplicate tests,0,1,1
150,MAPREDUCE-2956,MAPREDUCE-2966,Duplicate,CompositeService should try to stop all services even if one fails,Add ShutDown hooks for MRV2 processes,0,1,1
151,MAPREDUCE-2980,MAPREDUCE-5588,Unresolved,Fetch failures and other related issues in Jetty 6.1.26,TaskTrackers get killed by JettyBugMonitor because of incredibly high cpu usage,1,1,1
152,MAPREDUCE-2982,MAPREDUCE-3078,Duplicate,App/Tasks progress is showing as 0% in UI even if successfully completed,Application's progress isn't updated from AM to RM.,0,0,1
153,MAPREDUCE-2989,MAPREDUCE-3145,Fixed,JobHistory should link to task logs,Fix NM UI to serve logs from DFS once application finishes,0,0,1
154,MAPREDUCE-3031,MAPREDUCE-3072,Fixed,Job Client goes into infinite loop when we kill AM,NodeManager doesn't recognize kill -9 of AM container,0,0,1
155,MAPREDUCE-3032,MAPREDUCE-3120,Fixed,JobHistory doesn't have error information from failed tasks,JobHistory is not providing correct count failed;killed task,0,0,1
156,MAPREDUCE-3063,MAPREDUCE-3064,Duplicate,Mapreduce trunk Commit builds are failing,"27 unit test failures with  Invalid ""mapreduce.jobtracker.address"" configuration value for JobTracker: ""local""",0,0,1
157,MAPREDUCE-3064,MAPREDUCE-3085,Fixed,"27 unit test failures with  Invalid ""mapreduce.jobtracker.address"" configuration value for JobTracker: ""local""",Fix / remove failing tests from MrV1,0,0,1
158,MAPREDUCE-3065,MAPREDUCE-3068,Duplicate,ApplicationMaster killed by NodeManager due to excessive virtual memory consumption,Should set MALLOC_ARENA_MAX for all YARN daemons and AMs/Containers,0,0,1
159,MAPREDUCE-3084,MAPREDUCE-3240,Duplicate,race when KILL_CONTAINER is received for a LOCALIZED container,NM should send a SIGKILL for completed containers also,0,1,1
160,MAPREDUCE-3111,MAPREDUCE-4283,Duplicate,Fix log serving in NodeManager,Display tail of aggregated logs by default,0,1,1
161,MAPREDUCE-3135,MAPREDUCE-4798,Duplicate,Unit test org.apache.hadoop.mapred.TestJobHistoryServer fails intermittently,TestJobHistoryServer fails some times with 'java.lang.AssertionError: Address already in use',0,0,1
162,MAPREDUCE-3168,MAPREDUCE-3462,Duplicate,[Gridmix] TestCompressionEmulationUtils fails after MR-3158,Job submission failing in JUnit tests,0,0,1
163,MAPREDUCE-3177,MAPREDUCE-3366,Duplicate,mapreduce tar layout does not conform new layout,Mapreduce component should use consistent directory structure layout as HDFS/common,0,0,1
164,MAPREDUCE-3200,MAPREDUCE-3537,Duplicate,Job got failed with FileNotFoundException during ResourceLocalization,DefaultContainerExecutor has a race condn. with multiple concurrent containers,0,1,1
165,MAPREDUCE-3216,MAPREDUCE-3321,Duplicate,ant test TestNoDefaultsJobConf fails on trunk,Disable some failing legacy tests for MRv2 builds to go through,1,1,1
166,MAPREDUCE-3218,MAPREDUCE-3321,Duplicate,ant test TestTokenCache failing on trunk,Disable some failing legacy tests for MRv2 builds to go through,0,1,1
167,MAPREDUCE-3240,MAPREDUCE-3260,Fixed,NM should send a SIGKILL for completed containers also,Yarn app stuck in KILL_WAIT state,0,0,1
