Issue_id,Type,Priority,Component,Title,Description,Status,Resolution,Duplicated_issue,Assignee,Reporter,Created_time,Updated_time,Resolved_time,Fix_version,Affects_version,Labels,Blocked_issue,Related_issue,Link
MAPREDUCE-11,Bug,Major,,Cleanup JobHistory file naming to do with job recovery,The JobTracker uses the job history files for doing job recovery upon startup. To handle cases where JobTracker goes down again while the recovered job is running; there is some logic th we remove the .recover file logic and base the recovery on only the original job history file.,Resolved,Invalid,,Unassigned,Devaraj Das,Thu; 28 May 2009 02:57:30 +0000,Mon; 5 Oct 2009 06:25:56 +0000,Mon; 5 Oct 2009 06:25:56 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-11
MAPREDUCE-12,Bug,Major,,Tasks execed by the task controller shouldn't inherit tasktracker groups,Mapred tasks process seem to inherit the group list from the TaskTracker daemon instead of the task owner.   tom   26633 15736  0 21:33 ?        00:00:02  status Groups: 100 20001  hadoop1:~$ id tom uid=47765(tom) gid=100(users) groups=100(users);10764(ninjas)  org.apache.hadoop.mapred.LinuxTaskController should set the user supplimentary group list.,Resolved,Fixed,,Sreekanth Ramakrishnan,Rajiv Chittajallu,Wed; 15 Apr 2009 22:59:17 +0000,Wed; 29 Jul 2009 08:50:13 +0000,Wed; 29 Jul 2009 08:50:13 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-12
MAPREDUCE-13,Bug,Major,,Mapper failed due to out of memory,When a map reduce job takes block compressed sequence files as input;  the input data may be expanded significantly in size (a few to tens X; depending on the compression ratio of the particular data blocks in the files). This may cause out of memory problem in mappers.  In my case; I set heap space to 1GB. The mappers started to fail when the accumulated expanded input size reaches above 300MB,Resolved,Not A Problem,,Unassigned,Runping Qi,Tue; 2 Oct 2007 21:26:28 +0000,Sat; 31 Dec 2011 08:54:28 +0000,Sat; 31 Dec 2011 08:54:28 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-13
MAPREDUCE-14,Bug,Major,,extensive map tasks failures because of SocketTimeoutException during statusUpdate,A job with 3600 tasks on a cluster of 1350 nodes (up 3 tasks per node) shows extensive map tasks failures because of connection timeouts   1142)  2007-10-18 17:45:40;258 WARN org.apache.hadoop.mapred.TaskRunner: Last retry; killing task_200710172336_0016_m_000071_0   Log of task that could not start: 2007-10-18 17:43:55;766 INFO org.apache.hadoop.ipc.Client: Retrying connect to server:  127.0.0.1:53972. Already tried 10 time(s).,Resolved,Not A Problem,,Unassigned,Christian Kunz,Thu; 18 Oct 2007 18:33:39 +0000,Sat; 31 Dec 2011 08:56:15 +0000,Sat; 31 Dec 2011 08:56:15 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-14
MAPREDUCE-15,Bug,Major,,SequenceFile RecordReader should skip bad records,Currently a bad record in a sequencefile leads to entire job being failed. the best workaround is to skip an errant file manually (by looking  org.apache.hadoop.mapred.MapTask$1.next(MapTask. 176)  Ideally the recordreader should just skip the entire chunk if it gets an unrecoverable error while reading.  This was the consensus in hadoop-153 as well (that data corruptions should be handled by recordreaders) and hadoop-3144 did something similar for textinputformat.,Reopened,Unresolved,,Unassigned,Joydeep Sen Sarma,Mon; 30 Jun 2008 01:32:06 +0000,Fri; 6 Nov 2015 15:17:59 +0000,,,,,,MAPREDUCE-21,https://issues.apache.org/jira/browse/MAPREDUCE-15
MAPREDUCE-16,Bug,Major,,Reduce task failed at shuffling time; throwing null pointer exception,This happened for 0.17.0 branch.  Here is the stack trace:  2008-04-11 13:45:54;171 ERROR org.apache.hadoop.mapred.ReduceTask: Map output copy failure:  777),Resolved,Not A Problem,,Unassigned,Runping Qi,Fri; 11 Apr 2008 13:50:35 +0000,Sat; 31 Dec 2011 08:49:28 +0000,Sat; 31 Dec 2011 08:49:27 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-16
MAPREDUCE-17,Bug,Major,,Changing priority of a completed job causes problems in JobInProgressListeners,If the priority of a completed job is changed; a JobChangeEvent is raised and the JobInProgressListeneners; like the capacity scheduler; are notified. Most implementations handle the event by re-sorting their data structures; and thus could end up re-inserting the completed job into their lists.,Resolved,Not A Problem,,Unassigned,Hemanth Yamijala,Thu; 13 Nov 2008 11:39:06 +0000,Sat; 31 Dec 2011 08:52:04 +0000,Sat; 31 Dec 2011 08:52:04 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-17
MAPREDUCE-18,Bug,Blocker,,Under load the shuffle sometimes gets incorrect data,While testing HADOOP-5223 under load; we found reduces receiving completely incorrect data. It was often random; but sometimes was the output of the wrong map for the wrong map. It appears to either be a Jetty or JVM bug; but it is clearly happening on the server side. In the HADOOP-5223 code; I added information about the map and reduce that were included and we should add similar protection to 0.20 and trunk.,Resolved,Fixed,,Ravi Gummadi,Owen O'Malley,Fri; 8 May 2009 07:06:36 +0000,Wed; 22 Jul 2009 09:33:25 +0000,Thu; 16 Jul 2009 11:48:44 +0000,,0.20.1,,,,https://issues.apache.org/jira/browse/MAPREDUCE-18
MAPREDUCE-19,Bug,Major,,TaskMemoryMonitorThread is not stopped in close,The task memory monitor thread is created in initialize; but is not stopped in close. So; if there's a reinit; this can result in a thread becoming a zombie as the thread variable is replaced in initialize.,Resolved,Not A Problem,,Unassigned,Hemanth Yamijala,Fri; 29 May 2009 11:27:30 +0000,Sat; 31 Dec 2011 09:03:58 +0000,Sat; 31 Dec 2011 09:03:58 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-19
MAPREDUCE-20,Bug,Major,,If a mapper of a map/reduce job with combiner has to spill the map output; the performance degrades significantly,I have a map reduce job whose reducers combine a group of values into a single value. The average reduction rate is about 3 to 1. The execution time for the job with the reducer as its combiner ;  is twice of that for the case without using combiner. This is completely counter-intuitive. When I looked at the job execution more carefully; I noticed that this longer execution time for the  job was mainly due to a few mappers that generated spills. The final merge of the spills seems  took a much longer time with combiner than without combiner.,Resolved,Duplicate,HADOOP-2399,Unassigned,Runping Qi,Wed; 5 Mar 2008 05:05:39 +0000,Sat; 31 Dec 2011 08:50:36 +0000,Sat; 31 Dec 2011 08:50:36 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-20
MAPREDUCE-21,Bug,Major,task,NegativeArraySizeException in reducer with new api,I observed one of the reducers failing with NegativeArraySizeException with new api. The exception trace:   159)  The corresponding line in ReduceContext is,Resolved,Duplicate,HADOOP-11901,Unassigned,Amareshwari Sriramadasu,Mon; 25 May 2009 11:12:57 +0000,Mon; 27 Jun 2016 05:05:01 +0000,Mon; 27 Jun 2016 05:05:01 +0000,,,,,MAPREDUCE-15,https://issues.apache.org/jira/browse/MAPREDUCE-21
MAPREDUCE-22,Bug,Major,,Per task memory usage stats from TaskMemoryManager on mapred web ui,It would be good to have per-task memory usage statistics from the TaskMemoryManager displayed on the web ui  as the task progresses on. This would make it easy for users to (roughly) track their tasks' memory usage.,Resolved,Invalid,,Unassigned,Vinod Kumar Vavilapalli,Fri; 20 Mar 2009 16:13:09 +0000,Sat; 31 Dec 2011 09:00:57 +0000,Sat; 31 Dec 2011 09:00:57 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-22
MAPREDUCE-23,Bug,Major,,Start times for some tasks are missing from task reports after job tracker restart,When a JobTracker with the mapred.jobtracker.restart.recover option turned on; restarts; it recovers task statuses from all tasks recorded in the history for running jobs. Task trackers rejoin the restarted JobTracker and report the statuses of the tasks they had last run. These tasks' start time is set to 0 in the task reports on the restarted JobTracker. This is as seen in the web UI; or from the value of TaskReport.startTime retrieved from the job client.,Resolved,Not A Problem,,Amar Kamat,Hemanth Yamijala,Wed; 1 Oct 2008 10:52:38 +0000,Sat; 31 Dec 2011 08:53:25 +0000,Sat; 31 Dec 2011 08:53:25 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-23
MAPREDUCE-24,Bug,Major,,Reduce stuck in pending state for ever even though the job tracker shows a lot of free slots,A job with 38 mappers and 38 reducers running on a cluster with 36 slots. All mapper tasks completed. 17 reducer tasks completed. 11 reducers are still in the running state and one is in the oending state and stay there forever.,Resolved,Not A Problem,,Unassigned,Runping Qi,Thu; 13 Nov 2008 00:18:59 +0000,Sat; 31 Dec 2011 08:58:16 +0000,Sat; 31 Dec 2011 08:58:16 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-24
MAPREDUCE-25,Bug,Major,,Non-speculative and speculative tasks for a TIP start at the same time.,I ran into a situation where the non-speculative task and the speculative task were started at the same time. Ideally there should be a 1 min gap for speculation. One possible reason would be the usage of startTime in deciding whether there is a speculative lag.,Resolved,Invalid,,Amar Kamat,Amar Kamat,Fri; 8 Feb 2008 16:32:29 +0000,Wed; 7 Oct 2009 06:29:39 +0000,Wed; 7 Oct 2009 06:29:39 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-25
MAPREDUCE-26,Bug,Major,,The shuffle keeps the ReduceTask locked while doing a FileSystem.rename leading to task timeouts,The shuffle in ReduceTask.ReduceCopier.MapOutputCopier.copyOutput locks the entire ReduceTask while doing a FileSystem.rename operation. Unfortunately the RawLocalFileSystem implements rename as a copy and delete; which can take a long time. As a result the reduce is being killed as not reporting progress for 10 minutes.,Resolved,Not A Problem,,Owen O'Malley,Owen O'Malley,Fri; 24 Aug 2007 18:31:43 +0000,Sat; 31 Dec 2011 09:10:59 +0000,Sat; 31 Dec 2011 09:10:59 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-26
MAPREDUCE-27,Bug,Major,,Jobs with 0 maps will never get removed from the default scheduler,Jobs' with 0 maps finish succeed in the init phase i.e while the job is in the PREP state. EagerTaskInitializationListener removes the job after initing but JobQueueJobInProgressListener waits for a job-state change event to be raised and aonly then removes the job from the queue and hence the job will stay forever with the JobQueueJobInProgressListener. Looks like FairScheduler periodically scans the job list and removes completed jobs. CapacityScheduler has a concept of waiting jobs and scans waiting queue for completed jobs and purges them.,Resolved,Duplicate,MAPREDUCE-805,Amar Kamat,Amar Kamat,Thu; 15 Jan 2009 08:56:17 +0000,Thu; 20 Aug 2009 11:37:35 +0000,Wed; 19 Aug 2009 11:16:38 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-27
MAPREDUCE-28,Bug,Major,jobtracker;test,TestQueueManager takes too long and times out some times,TestQueueManager takes long time for the run and timeouts sometimes. See the failure at http: . Looking at the console output; before the test finsihes; it was timed-out. On my machine; the test takes about 5 minutes.,Closed,Fixed,,V.V.Chaitanya Krishna,Amareshwari Sriramadasu,Thu; 19 Feb 2009 06:47:40 +0000,Tue; 24 Aug 2010 21:13:17 +0000,Fri; 27 Nov 2009 04:51:37 +0000,,0.21.0,,MAPREDUCE-1075,,https://issues.apache.org/jira/browse/MAPREDUCE-28
MAPREDUCE-29,Bug,Major,,JVM reuse across task types,Currently; JVM-reuse is across tasks of same type of the same job; i.e. JVMs are kind of marked as map-JVMs and reduce JVMs. May be we can reuse JVMs across tasks of different types but of the same job.,Resolved,Invalid,,Devaraj Das,Vinod Kumar Vavilapalli,Fri; 6 Mar 2009 11:41:54 +0000,Sat; 31 Dec 2011 09:12:14 +0000,Sat; 31 Dec 2011 09:12:14 +0000,,,,MAPREDUCE-138,,https://issues.apache.org/jira/browse/MAPREDUCE-29
MAPREDUCE-30,Bug,Major,,setting io.sort.factor does not have effect?,I have a m r job with 84000 mappers. I set io.sort.factor to 200.  The reducers still generates 800+ merged files; not  400+ I expected.,Resolved,Invalid,,Unassigned,Runping Qi,Fri; 9 Feb 2007 01:52:11 +0000,Sat; 31 Dec 2011 09:09:05 +0000,Sat; 31 Dec 2011 09:09:05 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-30
MAPREDUCE-31,Bug,Major,,Have a better shutdown and cleanup mechanism in JobTracker,The main() of JobTracker waits for offerSerice() to complete. offerService() does a Thread.join() on interTrackerServer.  JobTracker.close() stops interTrackerServer pretty early and hence there is a fair chance of JobTracker exiting before other threads are stopped properly.,Resolved,Not A Problem,,Unassigned,Amar Kamat,Tue; 8 Jul 2008 05:08:48 +0000,Sat; 31 Dec 2011 09:08:20 +0000,Sat; 31 Dec 2011 09:08:19 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-31
MAPREDUCE-32,Bug,Major,,Killed task is logged as Failed upon a lost tracker,Upon a lost tracker; the successful attempt is killed but the tip is marked as failed.,Resolved,Not A Problem,,Unassigned,Amar Kamat,Thu; 19 Feb 2009 14:03:05 +0000,Sat; 31 Dec 2011 09:18:19 +0000,Sat; 31 Dec 2011 09:18:19 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-32
MAPREDUCE-33,Bug,Major,,Avoid using deprecated api's,There are code paths in mapred that use deprecated apis.,Resolved,Not A Problem,,Unassigned,Amar Kamat,Fri; 24 Oct 2008 04:57:43 +0000,Sat; 31 Dec 2011 09:17:08 +0000,Sat; 31 Dec 2011 09:17:08 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-33
MAPREDUCE-34,Bug,Major,,Reduce step hangs while recovering a block from bad datanode,The reduce step hangs infinitely when its trying to recover a block from a bad datanode. The node from which the block is being retrieved is alive and TT and DN are up and running.,Resolved,Not A Problem,,Unassigned,Ramya Sunil,Wed; 25 Feb 2009 11:11:23 +0000,Sat; 31 Dec 2011 09:14:52 +0000,Sat; 31 Dec 2011 09:14:52 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-34
MAPREDUCE-35,Bug,Major,,There can be more than 'mapred.jobtracker.completeuserjobs.maximum' jobs for a user in the jobtracker,The check for max-completed-jobs-per-user is made in finalize job and hence there can be a case where the user finishes more than 'mapred.jobtracker.completeuserjobs.maximum' jobs within  JobTracker.MIN_TIME_BEFORE_RETIRE units of time and doesnt submit any job after that which can cause more number of jobs to be in memory than allowed. There is no check made for this limit anywhere else.,Resolved,Invalid,,Unassigned,Amar Kamat,Fri; 13 Feb 2009 09:56:36 +0000,Wed; 7 Oct 2009 06:35:02 +0000,Wed; 7 Oct 2009 06:35:02 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-35
MAPREDUCE-36,Bug,Major,,LInks in http://jobtracker/machines.jsp are broken while running hadoop locally,While running hadoop locally; the tasktracker information on machines.jsp is represented as http: localhost:50060.,Resolved,Cannot Reproduce,,Unassigned,Amar Kamat,Sat; 9 Feb 2008 14:28:08 +0000,Sat; 31 Dec 2011 09:15:57 +0000,Sat; 31 Dec 2011 09:15:57 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-36
MAPREDUCE-37,Bug,Major,,MAP_OUTPUT_BYTES counter is not recorded in Job history log for Map only jobs,"Here is an example Map task entry in job history log; it has MAP_OUTPUT_RECORDS but no MAP_OUTPUT_BYTES  Task TASKID=""task_200905250540_0578_m_000000"" TASK_TYPE=""MAP"" TASK_STATUS=""SUCCESS"" FINISH_TIME=""1243294056346"" COUNTERS="" {(FileSystemCounters)(FileSystemCounters)[(HDFS_BYTES_READ)(HDFS_BYTES_READ)(56630)][(HDFS_BYTES_WRITTEN)(HDFS_BYTES_WRITTEN)(28327)]} {(org .Task$Counter)(Map-Reduce Framework)[(MAP_INPUT_RECORDS)(Map input records)(2634)][(SPILLED_RECORDS)(Spilled Records)(0)][(MAP_INPUT_BYTES)(Map input bytes)(28303)][(MAP_OUTPUT_RECORDS)(Map output records)(2634)]} "" .",Resolved,Not A Problem,,Unassigned,Suhas Gogate,Thu; 28 May 2009 21:05:07 +0000,Sat; 31 Dec 2011 09:34:47 +0000,Sat; 31 Dec 2011 09:34:47 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-37
MAPREDUCE-38,Bug,Major,,TaskCompletionEvents do not distinguish between FAILED and KILLED task-attempts,It is very disconcerting to see KILLED task-attempts (e.g. speculative tasks) on the user-console showing up as FAILED; it would be nice to ignore them and only print the FAILED ones (and add a filter for KILLED if need be...),Resolved,Not A Problem,,Unassigned,Arun C Murthy,Wed; 11 Jul 2007 15:18:49 +0000,Sat; 31 Dec 2011 09:25:22 +0000,Sat; 31 Dec 2011 09:25:22 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-38
MAPREDUCE-39,Bug,Major,,Task tracker should wait for the process to exit before declaring the task successful or failed.,Currently when a task declares it is done; the status in the task tracker is changed immediately. Instead it should wait for the subprocess to actually be done before it moves to one of the final states. This lead to a race condition where the task was still generating log data after the job tracker had reported the task as done.,Resolved,Invalid,,Devaraj Das,Owen O'Malley,Fri; 7 Dec 2007 07:36:02 +0000,Sat; 31 Dec 2011 09:26:57 +0000,Sat; 31 Dec 2011 09:26:56 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-39
MAPREDUCE-40,Bug,Blocker,,Memory management variables need a backwards compatibility option after HADOOP-5881,HADOOP-5881 modified variables related to memory management without looking at the backwards compatibility angle. This JIRA is to adress the gap. Marking it a blocker for 0.20.1,Resolved,Fixed,,rahul k singh,Hemanth Yamijala,Wed; 27 May 2009 05:45:17 +0000,Fri; 4 Sep 2009 11:07:06 +0000,Mon; 3 Aug 2009 11:25:18 +0000,,,,,MAPREDUCE-1018,https://issues.apache.org/jira/browse/MAPREDUCE-40
MAPREDUCE-41,Bug,Major,,Write unit tests to verify  the fix for HADOOP-5349,nan,Resolved,Won't Fix,,Unassigned,Vinod Kumar Vavilapalli,Mon; 11 May 2009 06:02:48 +0000,Fri; 8 May 2015 18:01:21 +0000,Fri; 8 May 2015 18:01:21 +0000,,,,,HADOOP-5349,https://issues.apache.org/jira/browse/MAPREDUCE-41
MAPREDUCE-42,Bug,Major,,task trackers should not restart for having a late heartbeat,TaskTrackers should not close and restart themselves for having a late heartbeat. The JobTracker should just accept their current status.,Resolved,Invalid,HADOOP-43,Devaraj Das,Owen O'Malley,Tue; 2 May 2006 01:45:01 +0000,Sat; 31 Dec 2011 09:21:16 +0000,Sat; 31 Dec 2011 09:21:15 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-42
MAPREDUCE-43,Bug,Major,,Retired jobs are not present in the job list returned to the job-client.,"After mapred.jobtracker.retirejob.interval elapses; completed jobs are no longer maintained by the JT; but instead when job-client ask for job status; counters or task completion events; the relevant information is picked up from completed job store. But a retired job is not listed in the output of ""hadoop job -list all""; without which other information from completed job store isn't quite useful unless a job-id is known from elsewhere.",Resolved,Invalid,,Vinod Kumar Vavilapalli,Vinod Kumar Vavilapalli,Thu; 28 Aug 2008 04:13:20 +0000,Sat; 31 Dec 2011 09:30:09 +0000,Sat; 31 Dec 2011 09:30:09 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-43
MAPREDUCE-44,Bug,Major,,Hang JobTracker; running out of memory,This may be expected.  Hang JobTracker with 1G heapsize; top showed 99% cpu.   Ran about 80 jobs.  Each with 2500 mappers 200 reducers.  They finish quite fast.  3-4 mins avg per job. (200k tasks)   How much memory does JobTracker use for 'completed'  (but not expired) jobs ?  jmap -heap showed      jmap -histo showed      Log showing many heartbeat discarded messages     Is the solution either to increase the jobtracker heapsize or set shorter 'mapred.userlog.retain.hours'  ?,Resolved,Not A Problem,,Unassigned,Koji Noguchi,Tue; 30 Oct 2007 23:01:17 +0000,Mon; 27 Sep 2010 05:04:56 +0000,Mon; 27 Sep 2010 05:04:56 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-44
MAPREDUCE-45,Bug,Major,,JobStatus should contain user name and carry forward start time when job is killed.,If an initialized job is killed; the jobs start time is set to zero. Job status don't seem to have user name set properly.,Resolved,Cannot Reproduce,,Amar Kamat,Sreekanth Ramakrishnan,Tue; 13 Jan 2009 10:18:55 +0000,Sat; 31 Dec 2011 09:31:21 +0000,Sat; 31 Dec 2011 09:31:20 +0000,,,,,,https://issues.apache.org/jira/browse/MAPREDUCE-45
MAPREDUCE-46,Bug,Major,,mapred/local/jobTracker is not cleanup correctly,Jobtracker store 1.jar file and 1 .xml per job in  jobTracker.  They seems to be correctly delete in most cases BUT not when a job is launch with  Map total: 0 and Reduce total: 0 This happen when the job doesn't find any input file to process.  After few months; lots of disk space is lost because of that.  This issue is different from HADOOP-2427 since it's on the jobtracker; not on the nodes; but it may be related in some way in the code (my 2 cents).,Resolved,Cannot Reproduce,,Unassigned,Benjamin Francisoud,Thu; 3 Jan 2008 15:45:19 +0000,Sat; 31 Dec 2011 09:27:59 +0000,Sat; 31 Dec 2011 09:27:59 +0000,,,,,HADOOP-2427,https://issues.apache.org/jira/browse/MAPREDUCE-46
