,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
22,HDFS-26,HDFS-27,Fixed,   HADOOP-5862 for version .20  (Namespace quota exceeded message unclear),RPC on Datanode blocked forever.,1,1,1
23,HDFS-27,HDFS-28,Not A Problem,RPC on Datanode blocked forever.,On Namenode WebUI; sorting of the Datanode info table is not working for some of the columns in the table.,1,1,1
24,HDFS-28,HDFS-29,Unresolved,On Namenode WebUI; sorting of the Datanode info table is not working for some of the columns in the table.,In Datanode; update block may fail due to length inconsistency,0,1,1
25,HDFS-29,HDFS-30,Fixed,In Datanode; update block may fail due to length inconsistency,Simulated DataNode crashes NameNode,0,1,1
26,HDFS-30,HDFS-31,Unresolved,Simulated DataNode crashes NameNode,Hadoop distcp tool fails if file path contains special characters + & !,0,1,1
27,HDFS-31,HDFS-32,Invalid,Hadoop distcp tool fails if file path contains special characters + & !,testFilePermissions in TestDFSShell should shut down the mini dfs cluster when there is an error,0,1,1
28,HDFS-32,HDFS-33,Fixed,testFilePermissions in TestDFSShell should shut down the mini dfs cluster when there is an error,files disappearing on dfs,1,1,1
29,HDFS-33,HDFS-34,Cannot Reproduce,files disappearing on dfs,The elephant should remember names; not numbers.,1,1,1
30,HDFS-34,HDFS-35,Won't Fix,The elephant should remember names; not numbers.,Confusing set replication message,1,0,1
31,HDFS-35,HDFS-36,Incomplete,Confusing set replication message,Handling of deprecated dfs.info.bindAddress and dfs.info.port,1,1,1
32,HDFS-36,HDFS-37,Cannot Reproduce,Handling of deprecated dfs.info.bindAddress and dfs.info.port,An invalidated block should be removed from the blockMap,1,0,1
33,HDFS-37,HDFS-38,Not A Problem,An invalidated block should be removed from the blockMap,"DFSClient getting stuck intermittently giving ""DFSClient: Could not complete file   filename retrying..."" message",1,1,1
34,HDFS-38,HDFS-39,Not A Problem,"DFSClient getting stuck intermittently giving ""DFSClient: Could not complete file   filename retrying..."" message",Namenode blockMap not updated when datanode invalidates a block on heart beat,1,1,1
35,HDFS-39,HDFS-40,Not A Problem,Namenode blockMap not updated when datanode invalidates a block on heart beat,Unit test org.apache.hadoop.dfs.TestBalancer fails on Solaris with a timeout,1,0,1
36,HDFS-40,HDFS-41,Won't Fix,Unit test org.apache.hadoop.dfs.TestBalancer fails on Solaris with a timeout,fsimage;fstime not replicated when edit file is empty.,1,0,1
37,HDFS-41,HDFS-42,Cannot Reproduce,fsimage;fstime not replicated when edit file is empty.,NetUtils.createSocketAddr NPEs if dfs.datanode.ipc.address is not set for a data node,1,1,1
38,HDFS-43,HDFS-44,Not A Problem,Ignoring IOExceptions on close,Unit test failed: TestInjectionForSimulatedStorage,1,0,1
39,HDFS-44,HDFS-45,Cannot Reproduce,Unit test failed: TestInjectionForSimulatedStorage,DFS client should throw version mismatch errors in case of a changed functionality,1,1,1
40,HDFS-45,HDFS-46,Not A Problem,DFS client should throw version mismatch errors in case of a changed functionality,The namespace quota of root directory should not be Integer.MAX_VALUE,0,1,1
41,HDFS-46,HDFS-47,Fixed,The namespace quota of root directory should not be Integer.MAX_VALUE,dead datanodes because of OutOfMemoryError,0,1,1
42,HDFS-47,HDFS-48,Not A Problem,dead datanodes because of OutOfMemoryError,NN should check a block's length even if the block is not a new block when processing a blockreport,1,1,1
43,HDFS-49,HDFS-50,Fixed,MiniDFSCluster.stopDataNode will always shut down a node in the cluster if a matching name is not found,NullPointerException when reading deleted file,0,1,1
44,HDFS-50,HDFS-51,Cannot Reproduce,NullPointerException when reading deleted file,dfs client throws java.lang.StackOverflowError in a corner case.,1,0,1
45,HDFS-54,HDFS-55,Fixed,datanode not failing when read-only filesystem,Change all references of dfs to hdfs in configs,1,0,1
46,HDFS-55,HDFS-56,Won't Fix,Change all references of dfs to hdfs in configs,"Datanodes get error message ""is valid; and cannot be written to"" ",1,1,1
47,HDFS-56,HDFS-57,Unresolved,"Datanodes get error message ""is valid; and cannot be written to"" ",A Datanode's datadir could have lots of blocks in the top-level directory,1,1,1
48,HDFS-57,HDFS-58,Not A Problem,A Datanode's datadir could have lots of blocks in the top-level directory,DistributedFileSystem.listPaths with some paths causes directory to be cleared,1,1,1
49,HDFS-58,HDFS-59,Cannot Reproduce,DistributedFileSystem.listPaths with some paths causes directory to be cleared,No recovery when trying to replicate on marginal datanode,1,1,1
50,HDFS-59,HDFS-60,Not A Problem,No recovery when trying to replicate on marginal datanode,loss of VERSION file on datanode when trying to startup with full disk,0,0,1
51,HDFS-60,HDFS-61,Won't Fix,loss of VERSION file on datanode when trying to startup with full disk,Datanode shutdown is called multiple times ,0,0,1
52,HDFS-61,HDFS-62,Cannot Reproduce,Datanode shutdown is called multiple times ,SecondaryNamenode may report incorrect info host name,1,0,1
53,HDFS-62,HDFS-63,Won't Fix,SecondaryNamenode may report incorrect info host name,Datanode stops cleaning disk space,1,0,1
54,HDFS-63,HDFS-64,Won't Fix,Datanode stops cleaning disk space,delete on dfs hung,1,0,1
55,HDFS-64,HDFS-65,Not A Problem,delete on dfs hung,Unable to access data from non hadoop application (Version mismatch in DataNode),1,1,1
56,HDFS-65,HDFS-66,Cannot Reproduce,Unable to access data from non hadoop application (Version mismatch in DataNode),Develop a unit test to test deletion of excess replicas in DFS,1,1,1
57,HDFS-66,HDFS-67,Unresolved,Develop a unit test to test deletion of excess replicas in DFS,/tmp/hadoop-${user}/dfs/tmp/tmp/client-${long}.tmp is not cleanup correctly,1,1,1
58,HDFS-67,HDFS-68,Not A Problem,/tmp/hadoop-${user}/dfs/tmp/tmp/client-${long}.tmp is not cleanup correctly,TestDFSUpgrade fails sporadically in nightly and patch builds,1,1,1
59,HDFS-68,HDFS-69,Incomplete,TestDFSUpgrade fails sporadically in nightly and patch builds,Improve dfsadmin command line help ,1,0,1
60,HDFS-69,HDFS-70,Fixed,Improve dfsadmin command line help ,"Data node should shutdown when a ""critical"" error is returned by the name node",1,1,1
61,HDFS-70,HDFS-71,Won't Fix,"Data node should shutdown when a ""critical"" error is returned by the name node","HTTP ERROR: 500 when using ""Go back to dir listing"" link in NameNode web interface",1,1,1
62,HDFS-71,HDFS-72,Cannot Reproduce,"HTTP ERROR: 500 when using ""Go back to dir listing"" link in NameNode web interface","IOException at task startup ""No valid local directories in property: dfs.client.buffer.dir""",1,1,1
63,HDFS-73,HDFS-74,Fixed,DFSOutputStream does not close all the sockets,dfs.du.reserved not honored in 0.15/16 (regression from 0.14+patch for 2549),0,0,1
64,HDFS-74,HDFS-75,Won't Fix,dfs.du.reserved not honored in 0.15/16 (regression from 0.14+patch for 2549),FSDataset.invalidate() throws IOException trying to delete a block which is not in the data-node blockMap,1,0,1
65,HDFS-75,HDFS-76,Not A Problem,FSDataset.invalidate() throws IOException trying to delete a block which is not in the data-node blockMap,Namespace quota exceeded message unclear,1,1,1
66,HDFS-76,HDFS-77,Fixed,Namespace quota exceeded message unclear,the permissions are not documented well enough and should be integrated with the hdfs user guide,1,1,1
67,HDFS-77,HDFS-78,Unresolved,the permissions are not documented well enough and should be integrated with the hdfs user guide,Eliminate redundant searches in the namespace directory tree.,1,1,1
68,HDFS-78,HDFS-79,Unresolved,Eliminate redundant searches in the namespace directory tree.,Uncaught Exception in DataTransfer.run,1,0,1
69,HDFS-79,HDFS-80,Invalid,Uncaught Exception in DataTransfer.run,Rename of a directory with many opened files blocks name-node for a long time. changeLease() to blame.,1,0,1
70,HDFS-80,HDFS-81,Incomplete,Rename of a directory with many opened files blocks name-node for a long time. changeLease() to blame.,Impact in NameNode scalability because heartbeat processing acquires the global lock,1,1,1
71,HDFS-81,HDFS-82,Won't Fix,Impact in NameNode scalability because heartbeat processing acquires the global lock,recentInvalidateSets in FSNamesystem is not required ,1,1,1
72,HDFS-82,HDFS-83,Not A Problem,recentInvalidateSets in FSNamesystem is not required ,Move fs.checkpoint.* properties to hdfs-default.xml,1,1,1
73,HDFS-83,HDFS-84,Duplicate,Move fs.checkpoint.* properties to hdfs-default.xml,DFSClient: All datanodes are bad,1,1,1
74,HDFS-84,HDFS-85,Unresolved,DFSClient: All datanodes are bad,FSEditLog.open should stop going on if cannot open any directory,1,1,1
75,HDFS-85,HDFS-86,Unresolved,FSEditLog.open should stop going on if cannot open any directory,Corrupted blocks get deleted but not replicated,1,1,1
76,HDFS-86,HDFS-87,Invalid,Corrupted blocks get deleted but not replicated,NameNode startup fails if edit log terminates prematurely,1,1,1
77,HDFS-87,HDFS-88,Not A Problem,NameNode startup fails if edit log terminates prematurely,Hung on hdfs: writeChunk; DFSClient.java:2126; DataStreamer socketWrite,1,1,1
78,HDFS-88,HDFS-89,Incomplete,Hung on hdfs: writeChunk; DFSClient.java:2126; DataStreamer socketWrite,Datanode should verify block sizes vs metadata on startup,1,1,1
79,HDFS-92,HDFS-93,Not A Problem,"if hadoop.tmp.dir is under your dfs.data.dir; HDFS will silently wipe out your ""name"" directory",NameNode should not serve up a bad edits log,1,1,1
80,HDFS-93,HDFS-94,Cannot Reproduce,NameNode should not serve up a bad edits log,"The ""Heap Size"" in HDFS web ui may not be accurate",1,1,1
81,HDFS-94,HDFS-95,Fixed,"The ""Heap Size"" in HDFS web ui may not be accurate","UnknownHostException if the system can't determine its own name and you go DNS.getIPs(""name-of-an-unknown-interface"");",1,1,1
82,HDFS-95,HDFS-96,Fixed,"UnknownHostException if the system can't determine its own name and you go DNS.getIPs(""name-of-an-unknown-interface"");",HDFS does not support blocks greater than 2GB,1,1,1
83,HDFS-97,HDFS-98,Duplicate,DFS should detect slow links(nodes) and avoid them,creating a file in hdfs should not automatically create the parent directories,1,1,1
84,HDFS-98,HDFS-99,Won't Fix,creating a file in hdfs should not automatically create the parent directories,large dfs.block.size doesn't work,1,0,1
85,HDFS-100,HDFS-101,Invalid,dfs startup error; 0 datanodes in ,DFS write pipeline : DFSClient sometimes does not detect second datanode failure ,0,0,1
86,HDFS-102,HDFS-103,Cannot Reproduce,high cpu usage in ReplicationMonitor thread ,handle return value of globStatus() to be uniform.,1,1,1
87,HDFS-103,HDFS-104,Not A Problem,handle return value of globStatus() to be uniform.,TestInjectionForSimulatedStorage fails once in a while,1,1,1
88,HDFS-104,HDFS-105,Cannot Reproduce,TestInjectionForSimulatedStorage fails once in a while,Streaming task stuck in MapTask$DirectMapOutputCollector.close,1,1,1
89,HDFS-105,HDFS-106,Cannot Reproduce,Streaming task stuck in MapTask$DirectMapOutputCollector.close,DataNode log message includes toString of an array,1,0,1
90,HDFS-106,HDFS-107,Not A Problem,DataNode log message includes toString of an array,Data-nodes should be formatted when the name-node is formatted.,1,0,1
91,HDFS-107,HDFS-108,Unresolved,Data-nodes should be formatted when the name-node is formatted.,File write fails after data node goes down,1,1,1
92,HDFS-108,HDFS-109,Not A Problem,File write fails after data node goes down,Secondary name node won't start,1,1,1
93,HDFS-109,HDFS-110,Invalid,Secondary name node won't start,Failed to execute fsck with -move option,1,1,1
94,HDFS-110,HDFS-111,Won't Fix,Failed to execute fsck with -move option,UnderReplicationBlocks should use generic types,1,0,1
95,HDFS-111,HDFS-112,Not A Problem,UnderReplicationBlocks should use generic types,ClusterTestDFS fails,1,0,1
96,HDFS-112,HDFS-113,Not A Problem,ClusterTestDFS fails,"HDFS quotas should be settable on a ""over full"" directory",1,1,1
97,HDFS-113,HDFS-114,Fixed,"HDFS quotas should be settable on a ""over full"" directory",Remove code related to OP_READ_METADATA from DataNode,1,0,1
98,HDFS-115,HDFS-117,Unresolved,DFS missing block error message not propagated properly to the client,SecondaryNameNode:  should not throw exception and exit if only one makedir failure,1,1,1
99,HADOOP-10011,HDFS-117,Implemented,NPE if the system can't determine its own name and you go DNS.getDefaultHost(null),SecondaryNameNode:  should not throw exception and exit if only one makedir failure,1,0,1
100,HDFS-117,HDFS-118,Unresolved,SecondaryNameNode:  should not throw exception and exit if only one makedir failure,Namenode clients should recover from connection or Namenode restarts,1,1,1
101,HDFS-118,HDFS-119,Fixed,Namenode clients should recover from connection or Namenode restarts,logSync() may block NameNode forever.,0,1,1
102,HDFS-119,HDFS-120,Fixed,logSync() may block NameNode forever.,All remaining UTF8 data structures in HDFS code should be removed,0,1,1
103,HDFS-121,HDFS-122,Not A Problem,NullPointerException in INode prevent Namenode from starting,Namenode should let Datanode decide how to delete blocks.,0,1,1
104,HDFS-122,HDFS-123,Unresolved,Namenode should let Datanode decide how to delete blocks.,"dfs ""Rename failed"" doesn't give reason if source doesn't exist",1,1,1
105,HDFS-123,HDFS-125,Fixed,"dfs ""Rename failed"" doesn't give reason if source doesn't exist",Consistency of different replicas of the same block is not checked.,1,1,1
106,HADOOP-6180,HDFS-125,Fixed,Namenode slowed down when many files with same filename were moved to Trash,Consistency of different replicas of the same block is not checked.,1,0,1
107,HADOOP-6234,HDFS-127,Fixed,Permission configuration files should use octal and symbolic,DFSClient block read failures cause open DFSInputStream to become unusable,0,1,1
108,HDFS-127,HDFS-128,Fixed,DFSClient block read failures cause open DFSInputStream to become unusable,downloading a file from dfs using the WI; using firefox; creates local files that start with a '-',0,0,1
109,HDFS-128,HDFS-129,Not A Problem,downloading a file from dfs using the WI; using firefox; creates local files that start with a '-',NPE in FSNamesystem.checkDecommissionStateInternal,1,1,1
110,HDFS-129,HDFS-130,Not A Problem,NPE in FSNamesystem.checkDecommissionStateInternal,high rate of task failures because of bad or full datanodes,1,0,1
111,HDFS-130,HDFS-131,Not A Problem,high rate of task failures because of bad or full datanodes,null pointer exception while accessing secondaryname web interface (servlet dfshealth.jsp should not be served from the secondary Namenode),1,0,1
112,HDFS-131,HDFS-132,Cannot Reproduce,null pointer exception while accessing secondaryname web interface (servlet dfshealth.jsp should not be served from the secondary Namenode),Namenode in Safemode reports to Simon non-zero number of deleted files during startup,0,1,1
113,HDFS-132,HDFS-133,Fixed,Namenode in Safemode reports to Simon non-zero number of deleted files during startup,setPermssion locks FSNamesystem across logSync.,0,0,1
114,HDFS-134,HDFS-135,Fixed,premature end-of-decommission of datanodes,TestEditLog assumes that FSNamesystem.getFSNamesystem().dir is non-null; even after the FSNameSystem is closed,1,1,1
115,HDFS-135,HDFS-136,Cannot Reproduce,TestEditLog assumes that FSNamesystem.getFSNamesystem().dir is non-null; even after the FSNameSystem is closed,Not able to run randomwriter/sort on hdfs if all the nodes of same rack are killed.,1,1,1
116,HDFS-136,HDFS-137,Incomplete,Not able to run randomwriter/sort on hdfs if all the nodes of same rack are killed.,DataNode should clean up temporary files when writeBlock fails.,1,1,1
117,HDFS-137,HDFS-138,Fixed,DataNode should clean up temporary files when writeBlock fails.,data node process should not die if one dir goes bad,1,1,1
118,HDFS-139,HDFS-140,Unresolved,Datanode block deletions can get starved.,When a file is deleted; its blocks remain in the blocksmap till the next block report from Datanode,1,1,1
119,HDFS-141,HDFS-142,Unresolved,Extract SafeModeInfo from FSNamesystem into separate classes,In 0.20; move blocks being written into a blocksBeingWritten directory,1,0,1
120,HDFS-142,HDFS-143,Fixed,In 0.20; move blocks being written into a blocksBeingWritten directory,AlreadyBeingCreatedException because pendingCreates is non-null,1,0,1
121,HDFS-143,HDFS-144,Unresolved,AlreadyBeingCreatedException because pendingCreates is non-null,Inadequate synchronization of namenode shutdown,1,0,1
122,HDFS-144,HDFS-145,Unresolved,Inadequate synchronization of namenode shutdown,FSNameSystem#addStoredBlock does not handle inconsistent block length correctly,1,0,1
123,HDFS-145,HDFS-146,Fixed,FSNameSystem#addStoredBlock does not handle inconsistent block length correctly,Regression: TestInjectionForSimulatedStorage fails with IllegalMonitorStateException,1,1,1
124,HDFS-146,HDFS-147,Cannot Reproduce,Regression: TestInjectionForSimulatedStorage fails with IllegalMonitorStateException,Stack trace on spaceQuota excced .,1,1,1
125,HDFS-148,HDFS-149,Not A Problem,timeout when writing dfs file causes infinite loop when closing the file,TestDFSUpgrade fails once in a while,1,0,1
126,HDFS-149,HDFS-150,Fixed,TestDFSUpgrade fails once in a while,Replication should be decoupled from heartbeat,1,1,1
127,HDFS-151,HDFS-153,Fixed,Not all of DfsClient's operations check the FS is open before calling the remote system,NameNode entered into an infinite loop of logging,1,0,1
128,HDFS-153,HDFS-154,Fixed,NameNode entered into an infinite loop of logging,hadoop secondary name node dfs metrics should show 0 values,1,1,1
129,HDFS-154,HDFS-155,Incomplete,hadoop secondary name node dfs metrics should show 0 values,StatusHttpServer is failing if trying to use hadoop as a standalone jar,1,0,1
130,HDFS-155,HDFS-156,Cannot Reproduce,StatusHttpServer is failing if trying to use hadoop as a standalone jar,namenode doesn't start if group id cannot be resolved to name,1,1,1
131,HDFS-157,HDFS-158,Unresolved,dfs client -ls/-lsr outofmemory when one directory contained 2 million files.,HDFS soft lease limit should be configurable per-file,1,0,1
132,HDFS-158,HDFS-159,Fixed,HDFS soft lease limit should be configurable per-file,Block reports should be processed offline,1,1,1
133,HDFS-160,HDFS-161,Cannot Reproduce,namenode fails to run on ppc,DataNode will create missing dfs.data.dir directories contrary to docs,0,1,1
134,HDFS-161,HDFS-162,Unresolved,DataNode will create missing dfs.data.dir directories contrary to docs,DataNode fails to deliver blocks; holds thousands of open socket connections,0,0,1
135,HDFS-162,HDFS-163,Cannot Reproduce,DataNode fails to deliver blocks; holds thousands of open socket connections,HDFS shell commands not as expected,1,0,1
136,HDFS-163,HDFS-164,Unresolved,HDFS shell commands not as expected,Startup sanity data directory check in main loop.,1,0,1
137,HDFS-164,HDFS-165,Cannot Reproduce,Startup sanity data directory check in main loop.,NPE in datanode.handshake(),1,1,1
138,HDFS-165,HDFS-166,Won't Fix,NPE in datanode.handshake(),NameNode#invalidateBlock's requirement on more than 1 valid replica exists before scheduling a replica to delete is too strict,1,0,1
139,HDFS-166,HDFS-167,Unresolved,NameNode#invalidateBlock's requirement on more than 1 valid replica exists before scheduling a replica to delete is too strict,DFSClient continues to retry indefinitely,0,0,1
140,HDFS-167,HDFS-168,Fixed,DFSClient continues to retry indefinitely,Block report processing should compare gneration stamp,0,0,1
141,HDFS-168,HDFS-169,Won't Fix,Block report processing should compare gneration stamp,"dfshealth.jsp: sorting on ""remaining"" doesn't actually sort",1,1,1
142,HDFS-169,HDFS-170,Incomplete,"dfshealth.jsp: sorting on ""remaining"" doesn't actually sort",TestCrcCorruption sometimes fails,1,1,1
143,HDFS-170,HDFS-171,Fixed,TestCrcCorruption sometimes fails,Redundant error logging in FSNamesystem.,1,0,1
144,HDFS-171,HDFS-172,Incomplete,Redundant error logging in FSNamesystem.,Quota exceed exception creates file of size 0,1,0,1
145,HDFS-173,HDFS-174,Fixed,Recursively deleting a directory with millions of files makes NameNode unresponsive for other commands until the deletion completes,GnuWin32 coreutils df output causes DF to throw,0,0,1
146,HDFS-174,HDFS-175,Not A Problem,GnuWin32 coreutils df output causes DF to throw,FSNamesystem.startFile throws an IOException when the number of chosen targets is less than the required minimum number,1,0,1
147,HDFS-175,HDFS-177,Unresolved,FSNamesystem.startFile throws an IOException when the number of chosen targets is less than the required minimum number,"Error when 2 of 3 DataNodes are full: ""Could only be replicated to 0 nodes; instead of 1""",1,1,1
148,MAPREDUCE-3442,HDFS-177,Unresolved,Progress-report RPC clients should wait for the RPC to complete before sending another progress report,"Error when 2 of 3 DataNodes are full: ""Could only be replicated to 0 nodes; instead of 1""",1,0,1
149,HDFS-177,HDFS-178,Unresolved,"Error when 2 of 3 DataNodes are full: ""Could only be replicated to 0 nodes; instead of 1""",Multiple concurrent instances of TestBalancer and TestBlockReplacements fails,1,1,1
150,HDFS-178,HDFS-179,Later,Multiple concurrent instances of TestBalancer and TestBlockReplacements fails,hadoop fs -test -d should return different codes for difference cases,1,1,1
151,HDFS-179,HDFS-180,Not A Problem,hadoop fs -test -d should return different codes for difference cases,namenode -format does not reset version,1,1,1
152,HDFS-180,HDFS-181,Fixed,namenode -format does not reset version,INode.getPathComponents throws NPE when given a non-absolute path,0,0,1
153,HDFS-183,HDFS-184,Won't Fix,MapReduce Streaming job hang when all replications of the input file has corrupted!,SecondaryNameNode doCheckpoint() renames current directory before asking NameNode to rollEditLog(),1,0,1
154,HDFS-184,HDFS-185,Not A Problem,SecondaryNameNode doCheckpoint() renames current directory before asking NameNode to rollEditLog(),Chown ; chgrp ; chmod operations allowed when namenode is in safemode .,1,0,1
155,HDFS-185,HDFS-186,Fixed,Chown ; chgrp ; chmod operations allowed when namenode is in safemode .,directory browser should paginate the list of files,1,1,1
156,HDFS-186,HDFS-187,Unresolved,directory browser should paginate the list of files,TestStartup fails if hdfs is running in the same machine,0,1,1
157,HDFS-187,HDFS-188,Fixed,TestStartup fails if hdfs is running in the same machine,"DFS web UI does should have ""TAIL this block"" option",0,1,1
158,HDFS-188,HDFS-189,Won't Fix,"DFS web UI does should have ""TAIL this block"" option",reportWrittenBlock() in DFSClient should retry,1,1,1
159,HDFS-189,HDFS-190,Unresolved,reportWrittenBlock() in DFSClient should retry,DataNode should be marked as final to prevent subclassing,1,0,1
160,HDFS-190,HDFS-191,Won't Fix,DataNode should be marked as final to prevent subclassing,java.net.SocketTimeoutException: timed out waiting for rpc response ,1,0,1
161,HDFS-191,HDFS-192,Won't Fix,java.net.SocketTimeoutException: timed out waiting for rpc response ,TestBackupNode sometimes fails,0,0,1
162,HDFS-192,HDFS-193,Fixed,TestBackupNode sometimes fails,DataNode exceptions reading local disk,0,1,1
163,HDFS-193,HDFS-194,Cannot Reproduce,DataNode exceptions reading local disk,hadoop fsck -<options> should not work when path is not specified by user  ,1,1,1
164,HDFS-194,HDFS-195,Fixed,hadoop fsck -<options> should not work when path is not specified by user  ,Need to handle access token expiration when re-establishing the pipeline for dfs write,1,1,1
165,HDFS-195,HDFS-196,Fixed,Need to handle access token expiration when re-establishing the pipeline for dfs write,File length not reported correctly after application crash,1,1,1
166,HDFS-196,HDFS-197,Unresolved,File length not reported correctly after application crash,du fails on Cygwin,1,1,1
167,HDFS-197,HDFS-198,Fixed,du fails on Cygwin,org.apache.hadoop.dfs.LeaseExpiredException during dfs write,0,1,1
168,HDFS-198,HDFS-199,Not A Problem,org.apache.hadoop.dfs.LeaseExpiredException during dfs write,add replication factor for hdfs directory,0,1,1
169,HDFS-199,HDFS-200,Unresolved,add replication factor for hdfs directory,In HDFS; sync() not yet guarantees data available to the new readers,1,0,1
170,HDFS-200,HDFS-201,Fixed,In HDFS; sync() not yet guarantees data available to the new readers,Spring and OSGi support,1,0,1
171,HDFS-202,HDFS-204,Fixed,Add a bulk FIleSystem.getFileBlockLocations,Revive number of files listed metrics,0,1,1
172,HADOOP-6473,HDFS-204,Unresolved,Add hadoop health check/diagnostics to run from command line; JSP pages; other tools,Revive number of files listed metrics,0,0,1
173,HDFS-204,HDFS-205,Fixed,Revive number of files listed metrics,HDFS Tmpreaper,0,0,1
174,HDFS-206,HDFS-207,Fixed,Support for head in FSShell,add querying block's info in the fsck facility,0,1,1
175,HDFS-207,HDFS-208,Unresolved,add querying block's info in the fsck facility,name node should warn if only one dir is listed in dfs.name.dir,1,1,1
176,HDFS-208,HDFS-209,Fixed,name node should warn if only one dir is listed in dfs.name.dir,Provide tool to view/change edits file,0,0,1
177,HDFS-211,HDFS-212,Fixed,Support for options within the Datanode Transfer protocol,Need a tool to analyse and verify file block movements,1,1,1
178,HDFS-212,HDFS-213,Unresolved,Need a tool to analyse and verify file block movements,Option for migrating logs to HDFS ,1,1,1
179,HDFS-213,HDFS-214,Unresolved,Option for migrating logs to HDFS ,Random Write Access On Files,1,0,1
180,HDFS-215,HDFS-216,Fixed,Offline Namenode fsImage verification,Show last Trash expunge time in dfsadmin -report,1,0,1
181,HDFS-216,HDFS-217,Unresolved,Show last Trash expunge time in dfsadmin -report,Need an FTP Server implementation over HDFS,1,0,1
182,HDFS-217,HDFS-218,Unresolved,Need an FTP Server implementation over HDFS,name node should provide status of dfs.name.dir's,1,1,1
183,HDFS-218,HDFS-219,Duplicate,name node should provide status of dfs.name.dir's,Add md5sum facility in dfsshell,1,1,1
184,HDFS-220,HDFS-221,Won't Fix,Transparent archival and restore of files from HDFS,Trigger block scans for datanode,1,1,1
185,HDFS-222,HDFS-223,Fixed,Support for concatenating of files into a single file,Asynchronous IO Handling in Hadoop and HDFS,1,1,1
186,HDFS-223,HDFS-224,Unresolved,Asynchronous IO Handling in Hadoop and HDFS,I propose a tool for creating and manipulating a new abstraction; Hadoop Archives.,1,1,1
187,HDFS-224,HDFS-225,Duplicate,I propose a tool for creating and manipulating a new abstraction; Hadoop Archives.,Expose HDFS as a WebDAV store,1,1,1
188,HDFS-226,HDFS-228,Won't Fix,Post users:  need admin-only access to HDFS,should have utime method in HDFS & FIleSystem to set modification times.,1,1,1
189,HDFS-228,HDFS-229,Unresolved,should have utime method in HDFS & FIleSystem to set modification times.,Show last checkpoint time on the webUI,1,0,1
