,Issue_id_1,Issue_id_2,Resolution,Title_1,Title_2,same_comp,same_prio,same_tw
41,SPARK-1045,SPARK-1113,Duplicate,ExternalAppendOnlyMap Iterator throw no such element on joining two large rdd,External Spilling Bug - hash collision causes NoSuchElementException,0,0,1
42,SPARK-1047,SPARK-3490,Fixed,Ability to disable the spark ui server (unit tests),Alleviate port collisions during tests,0,0,1
43,SPARK-1047,SPARK-2100,Fixed,Ability to disable the spark ui server (unit tests),Allow users to disable Jetty Spark UI in local mode,0,0,1
44,SPARK-1067,SPARK-1190,Duplicate,Default log4j initialization causes errors for those not using log4j,Do not initialize log4j if slf4j log4j backend is not being used,0,0,1
45,SPARK-1071,SPARK-1120,Fixed,Tidy logging strategy and use of log4j,Send all dependency logging through slf4j,0,0,1
46,SPARK-1086,SPARK-6443,Duplicate,Some corner case during HA master switching?,Support HA in standalone cluster mode,0,1,1
47,SPARK-1095,SPARK-6428,Duplicate,Ensure all public methods return explicit types,"Add to style checker ""public method must have explicit type defined""",0,1,1
48,SPARK-1097,SPARK-1388,Fixed,ConcurrentModificationException,ConcurrentModificationException in hadoop_common exposed by Spark,1,1,1
49,SPARK-1127,SPARK-2447,Won't Fix,Add saveAsHBase to PairRDDFunctions,Add common solution for sending upsert actions to HBase (put; deletes; and increment),0,1,1
50,SPARK-1141,SPARK-19486,Won't Fix,Parallelize Task Serialization,Investigate using multiple threads for task serialization,0,1,1
51,SPARK-1148,SPARK-4863,Duplicate,Suggestions for exception handling (avoid potential bugs),Suspicious exception handlers,1,0,1
52,SPARK-1152,SPARK-1210,Duplicate,ArrayStoreException on mapping RDD on cluster,Prevent ContextClassLoader of Actor from becoming ClassLoader of Executor,1,1,1
53,SPARK-1153,SPARK-3799,Won't Fix,Generalize VertexId in GraphX so that UUIDs can be used as vertex IDs.,Enable String ID's for GraphX,1,1,1
54,SPARK-1154,SPARK-1860,Fixed,Spark fills up disk with app-* folders,Standalone Worker cleanup should not clean up running executors,1,0,1
55,SPARK-1159,SPARK-10465,Duplicate,Add Shortest-path computations to graphx.lib,Shortest Path between two vertices; using distance and results carries shortest path and distance,1,1,1
56,SPARK-1170,SPARK-2871,Duplicate,Add histogram() to PySpark,Missing API in PySpark,0,0,1
57,SPARK-1170,SPARK-1207,Duplicate,Add histogram() to PySpark,Make python support for histograms,0,1,1
58,SPARK-1180,SPARK-1830,Duplicate,Allow to provide a custom persistence engine,Deploy failover; Make Persistence engine and LeaderAgent Pluggable.,0,0,1
59,SPARK-1188,SPARK-1883,Fixed,GraphX triplets not working properly,spark graph.triplets does not return correct values,0,1,1
60,SPARK-1199,SPARK-1836,Fixed,Type mismatch in Spark shell when using case class defined in shell,REPL $outer type mismatch causes lookup() and equals() problems,0,0,1
61,SPARK-1199,SPARK-2330,Fixed,Type mismatch in Spark shell when using case class defined in shell,Spark shell has weird scala semantics,1,0,1
62,SPARK-1201,SPARK-1777,Duplicate,Do not materialize partitions whenever possible in BlockManager,"Pass ""cached"" blocks directly to disk if memory is not large enough",0,0,1
63,SPARK-1215,SPARK-2355,Fixed,Clustering: Index out of bounds error,Check for the number of clusters to avoid ArrayIndexOutOfBoundsException,1,1,1
64,SPARK-1216,SPARK-5888,Duplicate,Add a OneHotEncoder for handling categorical features,Add OneHotEncoder as a Transformer,0,0,1
65,SPARK-1231,SPARK-3736,Duplicate,DEAD worker should recover automaticly,Workers should reconnect to Master if disconnected,0,0,1
66,SPARK-1236,SPARK-1377,Fixed,Update Jetty to 9,Upgrade Jetty to 8.1.14v20131031,0,0,1
67,SPARK-1256,SPARK-1265,Fixed,Master web UI and Worker web UI returns a 404 error,Fix 404 not found error in UI introduced in Jetty 9.0 upgrade,0,1,1
68,SPARK-1263,SPARK-1266,Duplicate,Implicit ALS unnecessarily recomputes factor matrices,Persist factors in implicit ALS,1,1,1
69,SPARK-1271,SPARK-1320,Fixed,[STREAMING] Annotate developer and experimental API's,cogroup and groupby should pass an iterator,0,0,1
70,SPARK-1279,SPARK-1280,Duplicate,"Stage.name return  ""apply at Option.scala:120""","Stage.name return ""apply at Option.scala:120""",1,0,1
71,SPARK-1282,SPARK-1283,Duplicate,Create spark-contrib repo for 1.0,Create spark-contrib repo for 1.0,1,1,1
72,SPARK-1287,SPARK-2140,Duplicate,yarn alpha and stable Client calculateAMMemory routines are different,yarn stable client doesn't properly handle MEMORY_OVERHEAD for AM,1,1,1
73,SPARK-1297,SPARK-2720,Fixed,Upgrade HBase dependency to 0.98.0,spark-examples should depend on HBase modules for HBase 0.96+,1,1,1
74,SPARK-1300,SPARK-1357,Fixed,Clean-up and clarify private vs public fields in MLLib,[streaming] Add deployment subsection to streaming,1,0,1
75,SPARK-1301,SPARK-6447,Fixed,"Add UI elements to collapse ""Aggregated Metrics by Executor"" pane on stage page",Add quick-links to StagePage to jump to Accumulator/Task tables,1,1,1
76,SPARK-1302,SPARK-2649,Fixed,httpd doesn't start in spark-ec2 (cc2.8xlarge),EC2: Ganglia-httpd broken on hvm based machines like r3.4xlarge,1,1,1
77,SPARK-1304,SPARK-6014,Won't Fix,Job fails with spot instances (due to IllegalStateException: Shutdown in progress),java.io.IOException: Filesystem is thrown when ctrl+c or ctrl+d spark-sql on YARN ,0,1,1
78,SPARK-1309,SPARK-1429,Fixed,sbt assemble-deps no longer works,"Spark shell fails to start after ""sbt clean assemble-deps package""",1,0,1
79,SPARK-1315,SPARK-1325,Fixed,spark on yarn-alpha with mvn on master branch won't build,The maven build error for Spark Tools,1,0,1
80,SPARK-1337,SPARK-1411,Fixed,Application web UI garbage collects newest stages instead old ones,When using spark.ui.retainedStages=n only the first n stages are kept; not the most recent.,1,1,1
81,SPARK-1353,SPARK-1476,Duplicate,IllegalArgumentException when writing to disk,2GB limit in spark for blocks,0,0,1
82,SPARK-1362,SPARK-4145,Fixed,Web UI should provide page of showing statistics and stage list for a given job,Create jobs overview and job details pages on the web UI,0,1,1
83,SPARK-1363,SPARK-8360,Duplicate,Add streaming support for Spark SQL module,Structured Streaming (aka Streaming DataFrames),0,1,1
84,SPARK-1391,SPARK-6235,Duplicate,BlockManager cannot transfer blocks larger than 2G in size,Address various 2G limits,0,1,1
85,SPARK-1392,SPARK-1777,Duplicate,Local spark-shell Runs Out of Memory With Default Settings,"Pass ""cached"" blocks directly to disk if memory is not large enough",1,0,1
86,SPARK-1400,SPARK-1592,Duplicate,Spark Streaming's received data is not cleaned up from BlockManagers when not needed any more,Old streaming input blocks not removed automatically from the BlockManagers,0,0,1
87,SPARK-1407,SPARK-2906,Not A Problem,EventLogging to HDFS doesn't work properly on yarn,FileLogger throws a invocation target exception.,1,0,1
88,SPARK-1422,SPARK-4400,Won't Fix,Add scripts for launching Spark on Google Compute Engine,Add scripts for launching Spark on Google Compute Engine (GCE),0,1,1
89,SPARK-1433,SPARK-1806,Duplicate,Upgrade Mesos dependency to 0.17.0,Upgrade to Mesos 0.18.1 with Shaded Protobuf,0,0,1
90,SPARK-1435,SPARK-1480,Duplicate,Don't assume context class loader is set when creating classes via reflection,Choose classloader consistently inside of Spark codebase,1,1,1
91,SPARK-1442,SPARK-3587,Fixed,Add Window function support,Spark SQL can't support lead() over() window function,1,0,1
92,SPARK-1444,SPARK-1787,Won't Fix,Update branch-0.9's SBT to 0.13.1 so that it works with Java 8,Build failure on JDK8 :: SBT fails to load build configuration file,1,0,1
93,SPARK-1451,SPARK-2309,Duplicate,Multinomial Logistic Regression Support,Generalize the binary logistic regression into multinomial logistic regression,1,0,1
94,SPARK-1453,SPARK-1946,Duplicate,Improve the way Spark on Yarn waits for executors before starting,Submit stage after executors have been registered,0,1,1
95,SPARK-1455,SPARK-3534,Fixed,Determine which test suites to run based on code changes,Avoid running MLlib and Streaming tests when testing SQL PRs,0,0,1
96,SPARK-1462,SPARK-1464,Fixed,Examples of ML algorithms are using deprecated APIs,Update MLLib Examples to Use Breeze,0,0,1
97,SPARK-1499,SPARK-6183,Duplicate,Workers continuously produce failing executors,Skip bad workers when re-launching executors,0,1,1
98,SPARK-1513,SPARK-2190,Duplicate,Specialized ColumnType for Timestamp,Specialized ColumnType for Timestamp,1,0,1
99,SPARK-1517,SPARK-4542,Unresolved,Publish nightly snapshots of documentation; maven artifacts; and binary builds,Post nightly releases,0,0,1
100,SPARK-1520,SPARK-1718,Unresolved,Assembly Jar with more than 65536 files won't work when compiled on  JDK7 and run on JDK6,pyspark doesn't work with assembly jar containing over 65536 files/dirs built on redhat ,0,0,1
101,SPARK-1520,SPARK-3008,Unresolved,Assembly Jar with more than 65536 files won't work when compiled on  JDK7 and run on JDK6,PySpark fails due to  zipimport not able to load the assembly jar (/usr/bin/python: No module named pyspark),0,0,1
102,SPARK-1532,SPARK-2528,Fixed,provide option for more restrictive firewall rule in ec2/spark_ec2.py,Default spark-ec2 security group permissions are too open,1,1,1
103,SPARK-1534,SPARK-1641,Fixed,spark-submit for yarn prints warnings even though calling as expected ,Spark submit warning tells the user to use spark-submit,0,0,1
104,SPARK-1542,SPARK-1543,Duplicate,Add ADMM for solving Lasso (and elastic net) problem,Add ADMM for solving Lasso (and elastic net) problem,1,1,1
105,SPARK-1543,SPARK-1794,Later,Add ADMM for solving Lasso (and elastic net) problem,Generic ADMM implementation for SVM; lasso; and L1-regularized logistic regression,0,1,1
106,SPARK-1546,SPARK-2401,Unresolved,Add AdaBoost algorithm to Spark MLlib,AdaBoost.MH; a multi-class multi-label classifier,1,0,1
107,SPARK-1547,SPARK-3525,Fixed,Add gradient boosting algorithm to MLlib,Gradient boosting in MLLib,1,0,1
108,SPARK-1559,SPARK-2058,Duplicate,Add conf dir to CLASSPATH in compute-classpath.sh dependent on whether SPARK_CONF_DIR is set,SPARK_CONF_DIR should override all present configs,1,0,1
109,SPARK-1564,SPARK-1635,Fixed,Add JavaScript into Javadoc to turn ::Experimental:: and such into badges,Java API docs do not show annotation.,1,1,1
110,SPARK-1598,SPARK-1636,Duplicate,Mark main methods experimental,Move main methods to examples,1,1,1
111,SPARK-1609,SPARK-1638,Fixed,Executor fails to start when Command.extraJavaOptions contains multiple Java options,"Executors fail to come up if ""spark.executor.extraJavaOptions"" is set ",1,0,1
112,SPARK-1627,SPARK-1692,Won't Fix,Support external aggregation in Spark SQL,Enable external sorting in Spark SQL aggregates,1,0,1
113,SPARK-1647,SPARK-3129,Duplicate,Prevent data loss when Streaming driver goes down,Prevent data loss in Spark Streaming on driver failure using Write Ahead Logs,1,0,1
114,SPARK-1652,SPARK-1905,Fixed,Fixes and improvements for spark-submit/configs,Issues with `spark-submit`,0,0,1
115,SPARK-1664,SPARK-1755,Duplicate,spark-submit --name doesn't work in yarn-client mode,Spark-submit --name does not resolve to application name on YARN,0,1,1
116,SPARK-1665,SPARK-1680,Duplicate,add a config to replace SPARK_YARN_USER_ENV,Clean up use of setExecutorEnvs in SparkConf ,0,0,1
117,SPARK-1673,SPARK-1892,Duplicate,GLMNET implementation in Spark,Add an OWL-QN optimizer for L1 regularized optimizations.,1,1,1
118,SPARK-1697,SPARK-2243,Duplicate,Driver error org.apache.spark.scheduler.TaskSetManager - Loss was due to java.io.FileNotFoundException,Support multiple SparkContexts in the same JVM,0,1,1
119,SPARK-1714,SPARK-2687,Fixed,Take advantage of AMRMClient APIs to simplify logic in YarnAllocationHandler,after receving allocated containers;amClient should remove ContainerRequest.,1,1,1
120,SPARK-1756,SPARK-1796,Won't Fix,Add missing description to spark-env.sh.template,spark-submit does not set driver memory correctly,1,0,1
121,SPARK-1761,SPARK-3957,Duplicate,Add broadcast information on SparkUI storage tab,Broadcast variable memory usage not reflected in UI,0,1,1
122,SPARK-1795,SPARK-3586,Duplicate,Add recursive directory file search to fileInputStream,Support nested directories in Spark Streaming,1,0,1
123,SPARK-1800,SPARK-2214,Fixed,Add broadcast hash join operator,Broadcast Join (aka map join),1,1,1
124,SPARK-1800,SPARK-2218,Fixed,Add broadcast hash join operator,rename Equals to EqualTo in Spark SQL expressions,1,1,1
125,SPARK-1802,SPARK-1828,Fixed,Audit dependency graph when Spark is built with -Phive,Created forked version of hive-exec that doesn't bundle other dependencies,0,1,1
126,SPARK-1805,SPARK-5086,Fixed,Error launching cluster when master and slave machines are of different virtualization types,Specifying the master instance type,1,0,1
127,SPARK-1811,SPARK-2543,Duplicate,Support resizable output buffer for kryo serializer,Allow user to set maximum Kryo buffer size,1,1,1
128,SPARK-1812,SPARK-2040,Fixed,Support cross-building with Scala 2.11,[MLLIB] Univariate kernel density estimation,1,1,1
129,SPARK-1813,SPARK-4164,Fixed,Add a utility to SparkConf that makes using Kryo really easy,spark.kryo.registrator shall use comma separated value to support multiple registrator,1,1,1
130,SPARK-1825,SPARK-5164,Fixed,Windows Spark fails to work with Linux YARN,YARN | Spark job submits from windows machine to a linux YARN cluster fail,1,1,1
131,SPARK-1832,SPARK-2132,Fixed,Executor UI improvement suggestions,Color GC time red when over a percentage of task time,1,0,1
132,SPARK-1834,SPARK-3266,Duplicate,NoSuchMethodError when invoking JavaPairRDD.reduce() in Java,JavaDoubleRDD doesn't contain max(),0,1,1
133,SPARK-1849,SPARK-6316,Won't Fix,sc.textFile does not support non UTF-8 encodings,"add a parameter for  SparkContext(conf).textFile() method ; support for multi-language  hdfs file ;   e.g. ""gbk""",1,1,1
134,SPARK-1855,SPARK-7292,Fixed,Provide memory-and-local-disk RDD checkpointing,Provide operator to truncate lineage without persisting RDD's,0,1,1
135,SPARK-1863,SPARK-5358,Unresolved,Allowing user jars to take precedence over Spark jars does not work as expected,spark.files.userClassPathFirst doesn't work correctly,1,0,1
136,SPARK-1888,SPARK-3000,Duplicate,enhance MEMORY_AND_DISK mode by dropping blocks in parallel,Drop old blocks to disk in parallel when memory is not large enough for caching new blocks,0,1,1
137,SPARK-1920,SPARK-6869,Duplicate,Spark JAR compiled with Java 7 leads to PySpark not working in YARN,Add pyspark archives path to PYTHONPATH,0,1,1
138,SPARK-1927,SPARK-5150,Duplicate,Implicits declared in companion objects not found in Spark shell,Strange implicit resolution behavior in Spark REPL,1,1,1
139,SPARK-1950,SPARK-1951,Duplicate,spark on yarn can't start ,spark on yarn can't start ,1,1,1
140,SPARK-1953,SPARK-5861,Fixed,yarn client mode Application Master memory size is same as driver memory size,generalize the type of categoricalFeaturesInfo to PartialFunction[Int; Int],1,1,1
141,SPARK-1954,SPARK-2026,Duplicate,Make it easier to get Spark on YARN code to compile in IntelliJ,"Maven ""hadoop*"" Profiles Should Set the expected Hadoop Version.",1,1,1
142,SPARK-2002,SPARK-4454,Duplicate,Race condition in accessing cache locations in DAGScheduler,Race condition in DAGScheduler,0,0,1
143,SPARK-2015,SPARK-8667,Done,Spark UI issues at scale,Improve Spark UI behavior at scale,1,1,1
144,SPARK-2017,SPARK-7716,Fixed,web ui stage page becomes unresponsive when the number of tasks is large,SparkUI stage page hangs with many tasks,1,0,1
145,SPARK-2020,SPARK-2022,Duplicate,Spark 1.0.0 fails to run in coarse-grained mesos mode,Spark 1.0.0 is failing if mesos.coarse set to true,1,0,1
146,SPARK-2021,SPARK-2538,Duplicate,External hashing in PySpark,External aggregation in Python,1,0,1
147,SPARK-2027,SPARK-2913,Duplicate,spark-ec2 puts Hadoop's log4j ahead of Spark's in classpath,Spark's log4j.properties should always appear ahead of Hadoop's on classpath,0,1,1
148,SPARK-2051,SPARK-2139,Fixed,spark.yarn.dist.* configs are not supported in yarn-cluster mode,spark.yarn.dist.* configs are not documented,1,1,1
149,SPARK-2063,SPARK-3414,Fixed,Creating a SchemaRDD via sql() does not correctly resolve nested types,Case insensitivity breaks when unresolved relation contains attributes with uppercase letters in their names,1,0,1
150,SPARK-2064,SPARK-8172,Duplicate,web ui should not remove executors if they are dead,Driver UI should enable viewing of dead executors' logs,1,1,1
151,SPARK-2082,SPARK-2512,Fixed,Stratified sampling implementation in PairRDDFunctions,Stratified sampling,1,1,1
152,SPARK-2087,SPARK-3552,Fixed,Clean Multi-user semantics for thrift JDBC/ODBC server.,Thrift server doesn't reset current database for each connection,1,0,1
153,SPARK-2087,SPARK-6757,Fixed,Clean Multi-user semantics for thrift JDBC/ODBC server.,spark.sql.shuffle.partitions is global; not per connection,1,0,1
154,SPARK-2087,SPARK-4815,Fixed,Clean Multi-user semantics for thrift JDBC/ODBC server.,ThriftServer use only one SessionState to run sql using hive ,1,0,1
155,SPARK-2114,SPARK-2926,Duplicate,groupByKey and joins on raw data,Add MR-style (merge-sort) SortShuffleReader for sort-based shuffle,0,1,1
156,SPARK-2114,SPARK-4550,Duplicate,groupByKey and joins on raw data,In sort-based shuffle; store map outputs in serialized form,1,0,1
157,SPARK-2122,SPARK-2124,Duplicate,Move aggregation into shuffle implementation,Move aggregation into ShuffleManager implementations,1,1,1
158,SPARK-2127,SPARK-3377,Duplicate,Use application specific folders to dump metrics via CsvSink,Metrics can be accidentally aggregated against our intention,1,0,1
159,SPARK-2152,SPARK-2160,Fixed,the error of comput rightNodeAgg about  Decision tree algorithm  in Spark MLlib ,error of  Decision tree algorithm  in Spark MLlib ,0,1,1
160,SPARK-2175,SPARK-4170,Duplicate,Null values when using App trait.,"Closure problems when running Scala app that ""extends App""",1,0,1
161,SPARK-2179,SPARK-2276,Fixed,Public API for DataTypes and Schema,user should be able to provide schema for table creation,1,0,1
162,SPARK-2215,SPARK-3862,Later,Multi-way join,MultiWayBroadcastInnerHashJoin,1,0,1
163,SPARK-2216,SPARK-16026,Later,Cost-based join reordering,Cost-based Optimizer Framework,1,1,1
164,SPARK-2220,SPARK-2227,Fixed,Fix remaining Hive Commands,"Support ""dfs"" command",1,0,1
165,SPARK-2221,SPARK-5754,Duplicate,Spark fails on windows YARN (HortonWorks 2.4),Spark AM not launching on Windows,0,1,1
166,SPARK-2223,SPARK-3431,Duplicate,Building and running tests with maven is extremely slow,Parallelize Scala/Java test execution,1,1,1
167,SPARK-2226,SPARK-2589,Fixed,HAVING should be able to contain aggregate expressions that don't appear in the aggregation list. ,Support HAVING clause generated by Tableau,1,1,1
168,SPARK-2228,SPARK-2316,Duplicate,onStageSubmitted does not properly called so NoSuchElement will be thrown in onStageCompleted,StorageStatusListener should avoid O(blocks) operations,0,0,1
169,SPARK-2242,SPARK-2244,Fixed,Running sc.parallelize(..).count() hangs pyspark,pyspark - RDD action hangs (after previously succeeding),1,0,1
170,SPARK-2242,SPARK-2244,Fixed,Running sc.parallelize(..).count() hangs pyspark,pyspark - RDD action hangs (after previously succeeding),1,0,1
171,SPARK-2243,SPARK-2556,Won't Fix,Support multiple SparkContexts in the same JVM,Multiple SparkContexts can coexist in one process,0,0,1
172,SPARK-2247,SPARK-5097,Duplicate,Data frame (or Pandas) like API for structured data,Adding data frame APIs to SchemaRDD,0,0,1
173,SPARK-2272,SPARK-2776,Fixed,Feature scaling which standardizes the range of independent variables or features of data.,Add normalizeByCol method to mllib.util.MLUtils,0,0,1
174,SPARK-2290,SPARK-2454,Duplicate,Do not send SPARK_HOME from driver to executors,Separate driver spark home from executor spark home,1,1,1
175,SPARK-2290,SPARK-2454,Duplicate,Do not send SPARK_HOME from driver to executors,Separate driver spark home from executor spark home,1,1,1
176,SPARK-2308,SPARK-14174,Won't Fix,Add KMeans MiniBatch clustering algorithm to MLlib,Implement the Mini-Batch KMeans,0,0,1
177,SPARK-2316,SPARK-3882,Fixed,StorageStatusListener should avoid O(blocks) operations,JobProgressListener gets permanently out of sync with long running job,0,0,1
178,SPARK-2321,SPARK-2633,Fixed,Design a proper progress reporting & event listener API,enhance spark listener API to gather more spark job information,0,1,1
179,SPARK-2325,SPARK-2974,Duplicate,Utils.getLocalDir had better check the directory and choose a good one instead of choosing the first one directly,Utils.getLocalDir() may return non-existent spark.local.dir directory,1,0,1
180,SPARK-2326,SPARK-2723,Duplicate,DiskBlockManager could add DiskChecker function for kicking off bad directories,Block Manager should catch exceptions in putValues,0,1,1
181,SPARK-2335,SPARK-2336,Duplicate,k-Nearest Neighbor classification and regression for MLLib,Approximate k-NN Models for MLLib,1,1,1
182,SPARK-2351,SPARK-2352,Duplicate,Add Artificial Neural Network (ANN) to Spark,"In ""local[N]""; free cores of the only executor should be touched by ""spark.task.cpus"" for every finish/start-up of tasks.",1,1,1
183,SPARK-2352,SPARK-5575,Duplicate,"In ""local[N]""; free cores of the only executor should be touched by ""spark.task.cpus"" for every finish/start-up of tasks.",Artificial neural networks for MLlib deep learning,1,1,1
184,SPARK-2352,SPARK-9273,Duplicate,"In ""local[N]""; free cores of the only executor should be touched by ""spark.task.cpus"" for every finish/start-up of tasks.",Add Convolutional Neural network to Spark MLlib,1,1,1
185,SPARK-2352,SPARK-9129,Duplicate,"In ""local[N]""; free cores of the only executor should be touched by ""spark.task.cpus"" for every finish/start-up of tasks.",Integrate convolutional deep belief networks for visual recognition tasks  ,1,1,1
186,SPARK-2353,SPARK-2931,Fixed,ArrayIndexOutOfBoundsException in scheduler,getAllowedLocalityLevel() throws ArrayIndexOutOfBoundsException,1,1,1
187,SPARK-2356,SPARK-6961,Duplicate,Exception: Could not locate executable null\bin\winutils.exe in the Hadoop ,Cannot save data to parquet files when executing from Windows from a Maven Project,0,1,1
188,SPARK-2356,SPARK-9638,Duplicate,Exception: Could not locate executable null\bin\winutils.exe in the Hadoop ,.save() Procedure fails,0,0,1
189,SPARK-2356,SPARK-14727,Duplicate,Exception: Could not locate executable null\bin\winutils.exe in the Hadoop ,NullPointerException while trying to launch local spark job,0,0,1
190,SPARK-2360,SPARK-2378,Won't Fix,CSV import to SchemaRDDs,Implement functionality to read csv files,0,0,1
191,SPARK-2383,SPARK-2492,Duplicate,With auto.offset.reset; KafkaReceiver potentially deletes Consumer nodes from Zookeeper,KafkaReceiver minor changes to align with Kafka 0.8 ,1,0,1
192,SPARK-2389,SPARK-4895,Won't Fix,"globally shared SparkContext / shared Spark ""application""",Support a shared RDD store among different Spark contexts,0,1,1
193,SPARK-2398,SPARK-3768,Duplicate,Trouble running Spark 1.0 on Yarn ,Modify default YARN memory_overhead-- from an additive constant to a multiplier,0,1,1
194,SPARK-2421,SPARK-2442,Won't Fix,Spark should treat writable as serializable for keys,Add a Hadoop Writable serializer,0,1,1
